id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,ingredients,rating,record_id_hash,source_system,user_id
2598.0,Chocotenango,U.S.A.,2021.0,Dominican Republic,Duarte,73.0,2.0,"B,S",3.0,NOISE_509,7749,2577
2594.0,  Chocotenango  ,U.S.A.,2021.0,Belize,"Maya Mountain, Toledo",70.0,2.0,"B,S",4.0,NOISE_290,1772,6946
117.0,Chocovic,Spain,2007.0,Ecuador,"  Bolivar, Guaranda  ",71.0,4.0,"B,S,C,L",2.0,NOISE_463,4813,6941
117.0,Chocovic,Spain,2007.0,Grenada,Guyave,71.0,4.0,"B,S,C,L",2.0,NOISE_294,4256,9791
117.0,Chocovic,Spain,2007.0,Blend,Maragda,70.0,4.0,"B,S,C,L",3.0,NOISE_339,3245,6685
209.0,Chocovic,Spain,2008.0,Venezuela,Ocumare,71.0,4.0,"B,S,C,L",4.0,NOISE_217,9580,1004
439.0,Chocovic,Spain,2009.0,Blend,Kendari,60.0,4.0,"B,S,C,L",3.0,NOISE_242,7373,6709
439.0,Chocovic,Spain,2009.0,Blend,Tarakan,75.0,4.0,,3.0,NOISE_878,1947,2833
478.0,Chocovic,Spain,2010.0,Mexico,Xoconusco,71.0,4.0,"B,S,C,L",3.0,NOISE_381,7423,2423
478.0,Chocovic,Spain,2010.0,Madagascar,Sambirano,71.0,4.0,"B,S,C,L",4.0,NOISE_602,8243,4706
1522.0,Chocovivo,U.S.A.,2015.0,Mexico,Tabasco,-100.0,2.0,"B,S",2.0,NOISE_501,2211,7913
1522.0,Chocovivo,U.S.A.,2015.0,Mexico,Tabasco,75.0,2.0,"B,S",,NOISE_255,4567,2512
377.0,Choklat,Canada,2009.0,Venezuela,Ocumare,80.0,4.0,"B,S,C,V",2.0,NOISE_916,6398,7316
377.0,Choklat,Canada,2009.0,Mexico,"Porcelana, Tabasco",70.0,4.0,"B,S,C,V",3.0,NOISE_399,5167,5440
377.0,Choklat,Canada,2009.0,Brazil,  Brazilian  ,70.0,4.0,"B,S,C,V",3.0,NOISE_199,9829,3094
377.0,Choklat,Canada,2009.0,,Brazilian,80.0,4.0,"B,S,C,V",3.0,NOISE_374,4531,8582
377.0,Choklat,CANADA,2009.0,,Ocumare,70.0,4.0,"B,S,C,V",3.0,NOISE_540,5507,5872
2534.0,Chokola,U.S.A.,2020.0,Guatemala,"  Verapaz, 2017 harvest, Batch 14  ",70.0,2.0,"B,S",4.0,NOISE_779,8903,2360
2514.0,nan,U.S.A.,2020.0,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75.0,2.0,"['B','S']",,NOISE_719,4217,1693
2534.0,Chokola,USA,2020.0,Belize,"  Maya Mountain, 2017 harvest, Batch 11  ",70.0,2.0,"B,S",4.0,NOISE_130,1699,7031
2514.0,Chokola,U.S.A.,2020.0,Madagascar,"Bejofo, 2019 H., Batch 20",67.0,2.0,"B,S",4.0,NOISE_232,3006,4705
2638.0,Chokola,U.S.A.,2021.0,Tanzania,"Kokoa Kamili, harvest 2018",75.0,2.0,"B,S",4.0,NOISE_228,5139,1593
2638.0,Chokola,U.S.A.,2021.0,Bolivia,"  Wild Tranquilidad, harvest 2018, batch 9  ",75.0,2.0,"B,S",4.0,NOISE_464,3111,3287
1149.0,Chokolat Elot (Girard),Martinique,2013.0,Martinique,Guadeloupe,42.0,4.0,"B,S,V,L",3.0,NOISE_657,6204,6982
2250.0,Christophe Toury,U.S.A.,2018.0,Peru,"  Ucayali, batch 1  ",70,2.0,"B,S",3.0,NOISE_494,5556,5846
2226.0,  Christopher Elbow  ,U.S.A.,2018.0,Peru,Ucayali,75.0,3.0,"B,S,C",4.0,NOISE_739,1512,9443
2314.0,Christopher Elbow,USA,2019.0,Vietnam,"Vietnam, Marou 2017 harvest",72,3.0,"B,S,C",3.0,NOISE_825,4073,8737
2310.0,Christopher Elbow,U.S.A.,2019.0,Costa Rica,"  Hacienda Azul, 2017 harvest  ",70.0,3.0,"['B','S','C']",3.0,NOISE_481,7895,5065
2310.0,Christopher Elbow,U.S.A.,2019.0,Ecuador,"  Camino Verde, 2017 harvest  ",73.0,3.0,"B,S,C",4.0,NOISE_477,8847,8267
2310.0,Christopher Elbow,U.S.A.,2019.0,Tanzania,"Kokoa Kamili, 2017 harvest",72.0,3.0,"B,S,C",4.0,NOISE_862,5160,1462
2306.0,Christopher Elbow,U.S.A.,2019.0,Dominican Republic,  Oko Caribe  ,72.0,3.0,"['B','S','C']",4.0,NOISE_809,4122,6316
2310.0,nan,U.S.A.,2019.0,Brazil,"Fazenda Camboa, 2017 harvest",70.0,3.0 years,"B,S,C",4.0,NOISE_599,4174,3868
666.0,  Christopher Morel (Felchlin)  ,Canada,2011.0,Peru,"Maranon Canyon, Fortunato No. 4",68.0,,,4.0,NOISE_647,5779,5468
445.0,Chuao Chocolatier,U.S.A.,2009.0,Venezuela,Choroni,61.0,5.0,"B,S,C,V,L",3.0,NOISE_633,3247,1262
486.0,Chuao Chocolatier (Pralus),United States,2010.0,Venezuela,Chuao,77.0,3.0,"B,S,C",3.0,NOISE_969,7047,3998
252.0,Claudio Corallo,sao tome,2008.0,Blend,"Principe, Sao Tome & Principe",100.0,,,1.0,NOISE_170,3026,9974
209.0,Claudio Corallo,Sao Tome,2008.0,Blend,Terreiro Velho P. w/ sugar crystals,80.0,3.0,"B,S,C",3.0,NOISE_705,7684,7321
227.0,Claudio Corallo,Sao Tome,2008.0,Blend,"Terreiro Velho P., Sao Tome & Principe",75.0,3.0,"B,S,C",4.0,NOISE_148,8342,2294
470.0,Claudio Corallo,Sao Tome,2010.0,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5,2.0,"['B','S']",4.0,NOISE_473,2270,8387
2630.0,Cleveland Chocolate Company,U.S.A.,2021.0,Dominican Republic,Oko Caribe,70.0,3.0,"B,S,C",4.0,NOISE_658,3122,9307
2630.0,Cleveland Chocolate Company,United States,2021.0,Haiti,Pisa,79.0,3.0,"B,S,C",4.0,NOISE_372,5556,6602
1486.0,  Cloudforest  ,United States,2015.0,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73.0,2.0,"B,S",,NOISE_532,3050,2054
2474.0,Coco,Canada,2020.0,Peru,Ucayali,70,3.0,"B,S,C",4.0,NOISE_931,9979,2228
2402.0,Cocoa Carib,St. Lucia,2019.0,St. Lucia,St. Lucia,70.0,4.0,"B,S,C,V",2.0,NOISE_734,1137,9531
2606.0,Cocoa Forge,U.S.A.,2021.0,Peru,"  Maranon, batch 244PEmaD  ",68.0,3.0,"['B','S','C']",3.0,NOISE_871,4929,7827
2606.0,Cocoa Forge,United States,2021.0,Madagascar,"Sambirano, batch 236MAsaD77",77.0,2.0,"['B','S']",3.0,NOISE_627,9603,9600
2606.0,Cocoa Forge,U.S.A.,2021.0,Colombia,"Tumaco, batch 227COtm",-1.0,3.0,"B,S,C",3.0,NOISE_775,6281,9451
292.0,Compania de Chocolate (Salgado),Argentina,2008.0,Venezuela,Carenero Superior,80.0,,,3.0,NOISE_494,9550,4996
296.0,Compania de Chocolate (Salgado),argentina,2008.0,Ecuador,Esmeraldas,88.0,,,3.0,NOISE_666,3096,5182
292.0,Compania de Chocolate (Salgado),argentina,2008.0,Bolivia,Moxos,72.0,,,3.0,NOISE_625,1145,2017
292.0,Compania de Chocolate (Salgado),Argentina,2008.0,Venezuela,Ocumare,70.0,,,-1.0,NOISE_713,4625,4806
579.0,Compania de Chocolate (Salgado),Argentina,2010.0,Venezuela,Sur del Lago,70.0,,,3.0,NOISE_831,3474,9071
1630.0,Condor,U.S.A.,2015.0,Ecuador,Camino Verde,76.0,2.0,"B,S",4.0,NOISE_249,4361,3534
1916.0,  Confluence  ,U.S.A.,2016.0,Vietnam,"Tien Giang, 2015, batch 10-2-16",78.0,2.0,"['B','S']",3.0,NOISE_271,2352,6809
2688.0,Conjure,U.S.A.,2021.0,Philippines,Malah Na Bulong,70.0,3.0,"B,S,C",2.0,NOISE_255,8584,6311
2688.0,Conjure,U.S.A.,2021.0,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",70.0,3.0,"B,S,C",2.0,NOISE_340,2568,9496
2684.0,Conjure,U.S.A.,2021.0,Peru,Ucayali,68.0,3.0,,3.0,NOISE_789,8418,2536
2688.0,  Conjure  ,U.S.A.,2021.0,Tanzania,Kokoa Kamili,75.0,3.0,"B,S,C",4.0,NOISE_840,2608,7623
196.0,nan,Germany,2007.0,Madagascar,"Sambirano, Menava P.",72.0,3.0,"B,S,C",3.0,NOISE_937,6664,8102
220.0,  Coppeneur  ,Germany,2008.0,Mexico,"Porcelana, Tabasco, Mexico",72.0,3.0,"B,S,C",3.0,NOISE_121,5360,7852
220.0,  Coppeneur  ,Germany,2008.0,Venezuela,"Porcelana, Venezuela",72.0,3.0,"B,S,C",3.0,NOISE_653,3920,7719
341.0,Coppeneur,Germany,2009.0,Peru,"  Porcelana, Apotequil  ",72.0,3.0,"B,S,C",3.0,NOISE_847,9901,2658
445.0,  Coppeneur  ,Germany,2009.0,Peru,"Porcelana, Apotequil",62.0,3.0,,3.0,NOISE_889,5565,2268
451.0,Coppeneur,Germany,2009.0,Venezuela,  Chuao 100hr  ,70.0,3.0,"['B','S','C']",4.0,NOISE_529,9105,5088
451.0,nan,Germany,2009.0,Venezuela,Chuao 70hr,70.0,3.0,"B,S,C",-1.0,NOISE_657,9867,9546
558.0,Coppeneur,germany,2010.0,Ecuador,"Los Rios, H. Iara",72.0,3.0,"B,S,C",2.0,NOISE_652,8599,8658
478.0,  Coppeneur  ,Germany,2010.0,Venezuela,  Chuao  ,70.0,3.0,"B,S,C",3.0,NOISE_752,2030,2666
558.0,Coppeneur,Germany,2010.0,Trinidad,Trinidad,72.0,3.0,,3.0,NOISE_482,5166,1517
470.0,Coppeneur,Germany,2010.0,Grenada,  Grenada  ,72.0 years,3.0,"B,S,C",3.0,NOISE_749,5276,9081
558.0,Coppeneur,Germany,2010.0,Jamaica,Jamaica,72.0,3.0,"['B','S','C']",3.0,NOISE_333,5923,1179
558.0,nan,Germany,2010.0,Venezuela,Ocumare 61,72.0,3.0,"B,S,C",3.0,NOISE_406,8634,2888
817.0,Coppeneur,Germany,2012.0,Ecuador,Ecuador Puristique,100.0,,,,NOISE_416,9072,5177
813.0,Coppeneur,Germany,2012.0,,  Ghana Puristique  ,85.0,3.0,,4.0,NOISE_810,2501,7682
959.0,Coppeneur,Germany,2012.0,Madagascar,  Madagascar  ,70.0,3.0,"B,S,C",4.0,NOISE_774,3342,8418
821.0,Coppeneur,Germany,2012.0,,"Uba Budo, Sao Tome & Principe",72.0,3.0,"['B','S','C']",4.0,NOISE_814,8329,3427
1169.0,Coppeneur,Germany,2013.0,Ecuador,"Ecuador, Puristique",65.0,4.0,"B,S,C,L",3.0,NOISE_633,9028,6156
1984.0,Coppeneur,Germany,2017.0,Ghana,  Ghana  ,75.0,3.0,"B,S,C",4.0,NOISE_613,3824,3663
48.0,Cote d' Or (Kraft),Belgium,2006.0,Blend,Sensations Intense,70.0,,,1.0,NOISE_199,6640,8076
971.0,  Cravve  ,Australia,2012.0,Tanzania,"  Tanzania, batch a1  ",75.0,3.0,"B,S,C",3.0,NOISE_180,9071,5281
975.0,Cravve,australia,2012.0,Brazil,"  Bahia, batch a1213  ",65.0,3.0,"B,S,C",3.0,NOISE_602,6337,3208
975.0,Cravve,australia,2012.0,Fiji,"Namau Village, N. Taileva P., batch a2812",67.0,3.0,"B,S,C",3.0,NOISE_314,7857,7425
975.0,Cravve,Australia,2012.0,Vanuatu,"Vanuatu, batch 2410",64.0,3.0,,3.0,NOISE_881,9712,4292
975.0,Cravve,Australia,2012.0,Papua New Guinea,"  Djual Island, batch 1712  ",75.0,3.0,"B,S,C",4.0,NOISE_120,1518,3921
1283.0,  Cravve  ,australia,2014.0,Papua New Guinea,"New Ireland, batch 1702",70.0,3.0,"B,S,C",2.0,NOISE_542,6607,9980
1335.0,nan,Australia,2014.0,,"Vanuatu, batch 2410",83.0,3.0,"B,S,C",3.0,NOISE_783,2959,2215
1736.0,Creo,U.S.A.,2016.0,Ecuador,"""heirloom"", Arriba Nacional",85.0,3.0,"B,S,C",3.0,NOISE_964,9959,6702
1736.0,Creo,U.S.A.,2016.0,Ecuador,"""heirloom"", Arriba Nacional",73.0,3.0,"B,S,C",4.0,NOISE_380,3022,2239
2466.0,Crow and Moss,U.S.A.,2020.0,Dominican Republic,"Zorzal, batch 40",70.0,2.0,"B,S",3.0,NOISE_673,8168,4500
2466.0,  Crow and Moss  ,U.S.A.,2020.0,Colombia,"  Aruaca, batch 39  ",70.0,2.0,"B,S",3.0,NOISE_857,6988,1885
2502.0,Crow and Moss,U.S.A.,2020.0,Ecuador,"Camino Verde, batch 84",70.0,2.0,"['B','S']",3.0,NOISE_929,1428,3817
2466.0,Crow and Moss,U.S.A.,2020.0,Honduras,"Wampusirpi, batch 41",70.0,2.0,"['B','S']",4.0,NOISE_772,8526,2714
2656.0,Crow and Moss,U.S.A.,2021.0,India,"Anamalai, Pollachi City, batch 148",70.0,2.0,"['B','S']",4.0,NOISE_845,1311,1324
2526.0,Cultura,U.S.A.,2020.0,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70.0,3.0,"['B','S','C']",3.0,NOISE_557,3903,9503
2522.0,Cultura,U.S.A.,2020.0,Haiti,"Pisa, 2020 harvest, batch 20111",70.0,3.0,"B,S,C",4.0,NOISE_600,5520,8723
2522.0,Cultura,U.S.A.,2020.0,,"Maya Mountain, 2020 harvest, batch 20107",75.0,3.0,"B,S,C",4.0,NOISE_428,5638,2902
2526.0,Cultura,U.S.A.,2020.0,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70.0,3.0,"B,S,C",4.0,NOISE_430,2035,3666
2622.0,Cuna de Piedra,Mexico,2021.0,,"  Comalcalco, Tabasco, b. 2370003, 2019 harvest  ",73.0,2.0,"B,S",4.0,NOISE_738,4413,1529
785.0,Daintree,Australia,2011.0,Australia,"Daintree Estates, N. Queensland",70.0,5.0,"B,S,C,V,L",3.0,NOISE_442,7963,3481
1654.0,Daintree,Australia,2015.0,Australia,Goodman Estate,70.0,3.0,"['B','S','C']",3.0,NOISE_974,2515,2359
1928.0,Dalloway,U.S.A.,2017.0,Dominican Republic,"  Dominican Republic, batch 7  ",-100.0,2.0,"B,S",3.0,NOISE_558,2136,9474
1666.0,Damson,U.K.,2015.0,,Crayfish Bay aka Non Pariel Estate,70.0,3.0,"B,S,C",2.0,NOISE_194,7277,4783
1666.0,  Damson  ,U.K.,2015.0,,O'Payo,70.0 years,3.0,"['B','S','C']",3.0,NOISE_119,6537,5994
1610.0,Damson,U.K.,2015.0,Trinidad,Robson Estate,70.0,3.0,"['B','S','C']",3.0,NOISE_377,9198,9251
1610.0,  Damson  ,U.K.,2015.0,Ecuador,  Los Rios  ,70,3.0,"['B','S','C']",4.0,NOISE_589,4528,4614
2064.0,  Damson  ,U.K.,2018.0,,"  Angel Bar, Nicaragua, Madagascar  ",65.0,4.0,"['B','S','C','L']",2.0,NOISE_304,3056,3250
2574.0,Dancing Lion,U.S.A.,2021.0,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",68.0,4.0,"B,S,C,L",2.0,NOISE_160,7790,3708
2574.0,nan,U.S.A.,2021.0,India,Anamalai,72,4.0,"B,S,C,L",3.0,NOISE_746,1763,3236
2574.0,nan,U.S.A.,2021.0,,"Ucayali, collab w/ USAID & Alanzo Cacao",72.0,4.0,"B,S,C,L",4.0,NOISE_316,8687,9652
805.0,Dandelion,U.S.A.,2012.0,Costa Rica,Upala,70.0,2.0,"B,S",3.0,NOISE_446,2642,4942
805.0,nan,United States,2012.0,,Colombian,70.0,2.0,"B,S",3.0,NOISE_444,4521,7507
915.0,Dandelion,U.S.A.,2012.0,Dominican Republic,"Elvesia, 2011",70,2.0,"B,S",4.0,NOISE_671,4439,2003
1026.0,nan,U.S.A.,2013.0,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70.0,2.0,"B,S",3.0,NOISE_116,1710,5235
1026.0,Dandelion,U.S.A.,2013.0,Venezuela,"Patanemo, batch 3",70.0,2.0,"B,S",3.0,NOISE_867,1511,8446
1085.0,nan,USA,2013.0,Venezuela,"Mantuano, 2012, batch 1",70.0,2.0,,,NOISE_246,2125,3844
1153.0,Dandelion,U.S.A.,2013.0,Papua New Guinea,"Papua New Guinea, batch 1",70.0,2.0,,4.0,NOISE_138,6013,9044
1303.0,Dandelion,U.S.A.,2014.0,Liberia,Buto,70.0,2.0,"B,S",3.0,NOISE_576,1997,7911
1219.0,Dandelion,U.S.A.,2014.0,Belize,  Maya Mountain  ,70.0,2.0,"['B','S']",4.0,NOISE_863,2913,9571
1295.0,Dandelion,U.S.A.,2014.0,,"Camino Verde P., Balao, Guayas, 2013",70.0,2.0,"B,S",4.0,NOISE_876,1159,8941
1387.0,Dandelion,U.S.A.,2014.0,Dominican Republic,"  San Francisco de Macoris, Cibao region  ",70.0,2.0,"B,S",4.0,NOISE_762,7711,4660
1446.0,Dandelion,U.S.A.,2015.0,,"Maya Mtn., Break Bar- Snark",70.0,2.0,"B,S",3.0,NOISE_691,3495,9330
1816.0,nan,U.S.A.,2016.0,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70.0,2.0,,4.0,NOISE_704,6691,9364
2024.0,Dandelion,U.S.A.,2017.0,Costa Rica,"Hacienda Azul, 2016 Harvest",70.0,2.0,"['B','S']",3.0,NOISE_861,5536,8277
2178.0,Dandelion,U.S.A.,2018.0,Sierra Leone,"  Gola Rainforest, 2017 harvest  ",70,2.0,"B,S",3.0,NOISE_395,3163,2257
2178.0,Dandelion,U.S.A.,2018.0,Honduras,"  WAMPU, La Mosquitia, 2017 harvest  ",70.0,2.0,"['B','S']",3.0,NOISE_640,8941,1005
2178.0,Dandelion,United States,2018.0,India,"Anamalai, 2017 harvest",70.0,2.0 years,"['B','S']",4.0,NOISE_548,3426,4828
2386.0,Dandelion,U.S.A.,2019.0,Vietnam,"Ben Tre, 2018 Harvest",70.0,2.0,"B,S",4.0,NOISE_425,1581,2525
2602.0,Dandelion,U.S.A.,2021.0,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70.0,2.0,"['B','S']",3.0,NOISE_638,3744,5575
2602.0,Dandelion,U.S.A.,2021.0,India,"Anamalai, 2018 H., batch 1",70.0,2.0 years,"B,S",3.0,NOISE_488,6730,6723
2550.0,Dandelion,U.S.A.,2021.0,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70.0,2.0 years,"B,S",3.0,NOISE_967,8956,4314
2602.0,Dandelion,U.S.A.,2021.0,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",200.0,2.0,"B,S",3.0,NOISE_163,1801,2515
2546.0,  Dandelion  ,U.S.A.,2021.0,Tanzania,"Kokoa Kamili, 2017 h., batch 2",70.0,2.0,"B,S",4.0,NOISE_862,1875,9045
2550.0,Dandelion,U.S.A.,2021.0,,"  Zorzal Estate, 2016 h., batch 1  ",70.0,2.0,"B,S",4.0,NOISE_905,5318,9635
2546.0,Dandelion,U.S.A.,2021.0,,"Vale Potumuju, 2019 h., batch 1",70.0,2.0,"['B','S']",4.0,NOISE_906,9500,8471
654.0,Dandelion (aka Brower Ave),U.S.A.,2011.0,Dominican Republic,Dominican Republic,70.0,2.0,,3.0,NOISE_201,5769,7788
654.0,Dandelion (aka Brower Ave),U.S.A.,2011.0,Madagascar,  Madagascar  ,70.0,2.0,"B,S",3.0,NOISE_495,8749,5321
654.0,Dandelion (aka Brower Ave),U.S.A.,2011.0,Tanzania,  Tanzania  ,70.0,2.0,"B,S",105.0,NOISE_402,2808,2873
2550.0,  Dandelion (Japan)  ,U.S.A.,2021.0,Dominican Republic,"Zorzal Estate, 2017 h.",70.0,2.0,"B,S",3.0,NOISE_287,5882,2884
423.0,Danta,Guatemala,2009.0,Guatemala,Las Acacias E.,75.0,4.0 years,"['B','S','C','V']",3.0,NOISE_572,7246,7028
423.0,  Danta  ,Guatemala,2009.0,Guatemala,Las Acacias E.,60.0,4.0,"['B','S','C','V']",,NOISE_355,7857,6591
661.0,Danta,Guatemala,2011.0,Guatemala,Los Ujuxtes,60.0,4.0,"B,S,C,V",4.0,NOISE_123,9653,1982
987.0,Danta,Guatemala,2012.0,Venezuela,Chuao,75.0,4.0,"['B','S','C','V']",3.0,NOISE_603,6293,6695
991.0,Danta,Guatemala,2012.0,Guatemala,"Oscuro, Finca Chimelb",70.0,2.0,"B,S",3.0,NOISE_884,3768,5263
987.0,Danta,Guatemala,2012.0,Guatemala,  Los Ujuxtes  ,70.0,2.0,"B,S",4.0,NOISE_417,9388,9161
987.0,Danta,guatemala,2012.0,Madagascar,Sambirano,70.0,2.0,"B,S",4.0,NOISE_714,7640,9244
987.0,Danta,Guatemala,2012.0,Guatemala,Las Acacias E.,70.0,2.0,"B,S",,NOISE_676,4046,6848
1223.0,Danta,Guatemala,2014.0,Guatemala,Los Ujuxtes,82.0,4.0,"B,S,C,V",3.0,NOISE_188,1091,1292
1920.0,  DAR  ,U.S.A.,2016.0,Venezuela,"  Venezuela, batch 122  ",72.0,2.0,"B,S",3.0,NOISE_174,2163,5375
1920.0,  DAR  ,U.S.A.,2016.0,Vietnam,Vietnam,72.0,2.0,"['B','S']",3.0,NOISE_560,8867,1684
1920.0,DAR,U.S.A.,2016.0,Blend,"  DUO, batch 002, Ecuador, Costa Rica  ",70.0,2.0,"B,S",3.0,NOISE_689,7624,1934
2342.0,Darcis,Belgium,2019.0,Peru,Piura,72.0,4.0,"B,S,C,L",3.0,NOISE_895,8053,8379
2342.0,Darcis,Belgium,2019.0,Vietnam,Mekong Delta,70.0,4.0,"['B','S','C','L']",3.0,NOISE_344,2726,5445
1550.0,Dark Forest,U.S.A.,2015.0,Madagascar,  Madagascar  ,70.0,3.0,"B,S,C",3.0,NOISE_453,7538,8290
1554.0,Dark Forest,U.S.A.,2015.0,Tanzania,Tanzania,70.0,3.0,"B,S,C",3.0,NOISE_443,6654,3405
1550.0,Dark Forest,U.S.A.,2015.0,,Ocumare,70.0 years,3.0,"B,S,C",3.0,NOISE_408,7212,3034
1554.0,Dark Forest,U.S.A.,2015.0,Ecuador,Ecuador,70.0,3.0,"B,S,C",3.0,NOISE_609,4699,6651
1708.0,  Dark Forest  ,U.S.A.,2016.0,Bolivia,  Bolivia  ,75.0,3.0,"B,S,C",3.0,NOISE_477,3896,9445
907.0,Davis,U.S.A.,2012.0,Blend,West Africa,58.0,4.0,"B,S,C,L",3.0,NOISE_647,6347,7677
1093.0,Davis,U.S.A.,2013.0,Ghana,Ghana,70.0,4.0,"B,S,C,L",2.0,NOISE_978,5395,2555
1093.0,Davis,U.S.A.,2013.0,Dominican Republic,Rainforest,70.0,4.0,"B,S,C,L",3.0,NOISE_412,9078,4379
1093.0,  Davis  ,U.S.A.,2013.0,Venezuela,Venezuela,70.0,4.0,"B,S,C,L",3.0,NOISE_947,6872,6863
1462.0,De Mendes,Brazil,2015.0,Brazil,"Nativo, Varzea",72.0,3.0,"B,S,C",4.0,NOISE_172,7395,6879
1462.0,De Mendes,Brazil,2015.0,Brazil,"Selvagem, Jari",65.0,3.0,"B,S,C",4.0,NOISE_412,7539,8088
1832.0,  De Villiers  ,South Africa,2016.0,Uganda,Bundibugyo District,70.0,3.0,"B,S,C",2.0,NOISE_282,8511,4735
1832.0,nan,south africa,2016.0,Madagascar,"Sambirano Valley, batch 2477",70.0,3.0,"['B','S','C']",3.0,NOISE_191,9279,6663
170.0,  Dean and Deluca (Belcolade)  ,U.S.A.,2007.0,Madagascar,  Madagascar  ,66.0,4.0,"B,S,C,V",2.0,NOISE_504,1926,8552
175.0,Dean and Deluca (Belcolade),U.S.A.,2007.0,Costa Rica,  Costa Rica  ,64.0,4.0,"['B','S','C','V']",3.0,NOISE_406,8068,3556
175.0,nan,U.S.A.,2007.0,Ecuador,Ecuador,71.0,4.0,"B,S,C,V",3.0,NOISE_760,4121,1871
175.0,Dean and Deluca (Belcolade),U.S.A.,2007.0,Ghana,Ghana,60.0,4.0,"B,S,C,V",3.0,NOISE_378,6373,2556
180.0,Dean and Deluca (Belcolade),U.S.A.,2007.0,Papua New Guinea,Papua New Guinea,64.0,4.0,"B,S,C,V",3.0,NOISE_319,9668,3798
180.0,Dean and Deluca (Belcolade),U.S.A.,2007.0,Peru,  Peru  ,64.0,4.0,,3.0,NOISE_576,4746,7914
263.0,Debauve & Gallais (Michel Cluizel),France,2008.0,Venezuela,Venezuela,66.0,4.0,"B,S,C,V",4.0,NOISE_699,2376,7203
423.0,Debauve & Gallais (Michel Cluizel),france,2009.0,Papua New Guinea,Papua New Guinea,64.0,4.0,,3.0,NOISE_762,9750,8735
2222.0,Definite,Dominican Republic,2018.0,Dominican Republic,Elvesia,70.0,2.0,"B,S",2.0,NOISE_853,5688,8155
2222.0,Definite,Dominican Republic,2018.0,,Duarte Province,70.0,2.0,"['B','S']",2.0,NOISE_440,7463,8003
2222.0,  Definite  ,Dominican Republic,2018.0,Dominican Republic,Duarte Province,80.0,2.0 years,"B,S",3.0,NOISE_246,6953,1760
1916.0,Desbarres,Canada,2016.0,Tanzania,"Kilombero, batch 41",72.0,2.0,"B,S",2.0,NOISE_990,7626,5502
2422.0,Desbarres,Canada,2019.0,Guatemala,"Monte Grande, batch 178",72.0,2.0,"B,S",3.0,NOISE_583,2642,3588
166.0,DeVries,U.S.A.,2007.0,Costa Rica,Costa Rica,77.0,2.0,"B,S",4.0,NOISE_345,1921,7749
166.0,DeVries,United States,2007.0,Dominican Republic,Dominican Republic,77.0,2.0,"B,S",4.0,NOISE_307,1978,5005
241.0,nan,United States,2008.0,,Bolivian,80.0,2.0,"B,S",3.0,NOISE_492,9577,2954
661.0,Dick Taylor,U.S.A.,2011.0,Madagascar,  Sambirano  ,80.0,2.0,"B,S",3.0,NOISE_198,9177,2500
682.0,nan,U.S.A.,2011.0,Venezuela,Mantuano,75.0,2.0,"B,S",3.0,NOISE_228,6241,2242
769.0,Dick Taylor,U.S.A.,2011.0,Dominican Republic,La Red,74.0,2.0,"['B','S']",3.0,NOISE_111,8883,1715
769.0,Dick Taylor,U.S.A.,2011.0,Ecuador,  Ecuador  ,70,2.0,"B,S",3.0,NOISE_699,3623,7557
895.0,Dick Taylor,U.S.A.,2012.0,Bolivia,Bolivia,75.0,2.0,"B,S",3.0,NOISE_377,5899,1478
1034.0,Dick Taylor,U.S.A.,2013.0,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,2.0,"['B','S']",3.0,NOISE_842,4271,8673
1193.0,  Dick Taylor  ,U.S.A.,2013.0,Ecuador,Camino Verde,76.0,2.0,,4.0,NOISE_679,8872,2360
1235.0,  Dick Taylor  ,U.S.A.,2014.0,Dominican Republic,  Elvesia  ,74.0,2.0,"B,S",4.0,NOISE_119,2885,4916
1634.0,Dick Taylor,U.S.A.,2015.0,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,2.0 years,"B,S",4.0,NOISE_935,3099,4378
1864.0,Dick Taylor,USA,2016.0,Vietnam,Tien Giang,78.0,2.0,"['B','S']",4.0,NOISE_306,3162,1259
1952.0,Dick Taylor,U.S.A.,2017.0,Guatemala,  Lanquin Estate  ,70.0,2.0,"B,S",4.0,NOISE_481,4203,6875
1972.0,Dick Taylor,U.S.A.,2017.0,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,2.0,"B,S",4.0,NOISE_166,5395,6245
2016.0,Dick Taylor,United States,2017.0,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72.0,2.0,"B,S",4.0,NOISE_902,7316,2971
