ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
2159,Male,26,Returning,Business,Business,685,14,9,4
2160,Male,22,First-time,Business,Business,624,81,94,0
2161,Female,39,Returning,Business,Business,1671,0,0,1
2162,Female,59,Returning,Business,Business,3647,22,15,5
2163,Male,54,Returning,Business,Business,685,0,8,1
2164,Female,45,Returning,Business,Business,685,30,21,4
2165,Female,48,Returning,Business,Business,624,0,0,3
2166,Male,29,First-time,Business,Business,685,0,17,4
2167,Male,41,Returning,Business,Business,2367,31,39,5
2168,Female,55,Returning,Business,Business,3103,23,18,3
2169,Female,27,Returning,Business,Business,2815,59,57,1
2170,Male,52,Returning,Business,Economy,624,0,20,3
2171,Male,46,Returning,Business,Business,685,0,0,1
2172,Male,47,Returning,Business,Business,2531,0,0,3
2173,Female,41,Returning,Business,Business,3108,0,2,1
2174,Female,49,First-time,Business,Business,685,0,0,2
2175,Female,58,Returning,Business,Business,2702,0,46,3
2176,Male,46,Returning,Business,Economy,685,4,17,1
2177,Male,40,Returning,Business,Economy,685,0,13,5
2178,Female,39,Returning,Business,Business,624,26,33,2
2179,Male,49,Returning,Business,Business,1623,0,4,4
2180,Female,27,Returning,Business,Economy,685,12,31,3
2181,Female,26,Returning,Business,Business,3346,0,7,0
2182,Female,44,Returning,Business,Economy,624,0,11,1
2183,Male,24,Returning,Business,Business,685,18,19,3
2184,Male,42,Returning,Business,Business,624,0,0,4
2185,Female,60,null,Business,Economy,624,0,0,4
2186,Female,17,Returning,Business,Business,685,65,54,3
2187,Male,76,Returning,Business,Business,2282,56,42,2
2188,Male,34,First-time,Business,Economy,624,0,0,0
2189,Female,54,Returning,Business,Business,3734,0,0,1
2190,Male,30,Returning,Personal,Economy,624,0,0,5
2191,Female,58,Returning,Personal,Economy,685,0,0,4
2192,Female,29,Returning,Personal,Economy,685,42,34,4
2193,Female,34,Returning,Personal,Economy,624,0,2,2
2194,Male,47,Returning,Personal,Economy,624,0,0,5
2195,Male,37,Returning,Personal,Economy,685,124,175,4
2196,Female,23,Returning,Personal,Economy,624,0,22,5
2197,Female,19,Returning,Personal,Economy,685,0,0,4
2198,Female,69,Returning,Personal,Economy,624,0,0,5
2199,Female,31,Returning,Personal,Economy,685,24,28,4
2200,Female,61,Returning,Personal,Economy,685,38,33,4
2201,Male,52,Returning,Personal,Economy,685,0,0,4
2202,Female,41,null,Personal,Economy,624,0,5,3
2203,Female,67,Returning,Personal,Economy,685,0,7,5
2204,Male,15,Returning,Personal,Economy,685,0,0,4
2205,Female,46,Returning,Personal,Economy,685,9,8,5
2206,Female,12,Returning,Personal,Economy,685,0,0,3
2207,Female,57,Returning,Business,Business,3032,18,18,1
2208,Female,45,Returning,Business,Business,624,75,75,5
2209,Female,20,First-time,Business,Economy,224,0,2,1
2210,Male,38,Returning,Personal,Economy Plus,624,20,62,5
2211,Female,54,Returning,Business,Business,3274,0,4,1
2212,Female,46,Returning,Business,Business,2115,27,27,1
2213,Female,35,Returning,Personal,Business,859,0,11,5
2214,Female,50,Returning,Business,Business,3100,10,8,1
2215,Male,57,Returning,Business,Business,859,0,0,5
2216,Male,49,Returning,Business,Business,859,0,0,5
2217,Male,30,Returning,Business,Business,642,34,37,2
2218,Male,30,Returning,Business,Business,2523,0,0,2
2219,Female,41,First-time,Business,Business,642,53,53,3
2220,Male,39,Returning,Business,Business,3098,0,0,1
2221,Male,57,Returning,Business,Business,1608,0,0,3
2222,Male,24,First-time,Business,Economy,859,0,2,2
2223,Female,29,First-time,Business,Business,859,0,0,2
2224,Female,41,Returning,Business,Business,642,0,12,1
2225,Male,59,Returning,Business,Business,2652,0,0,1
2226,Female,45,First-time,Business,Economy,859,53,59,5
2227,Male,14,Returning,Business,Business,642,0,0,1
2228,Male,15,Returning,Business,Business,1917,0,0,4
2229,Female,32,Returning,Personal,Economy,859,17,7,4
2230,Male,44,Returning,Personal,Economy,642,0,11,4
2231,Male,66,Returning,Personal,Economy,642,59,59,4
2232,Female,15,Returning,Personal,Economy,642,0,0,1
2233,Male,27,Returning,Personal,Economy,859,0,1,5
2234,Female,36,Returning,Personal,Economy,859,0,0,4
2235,Male,26,Returning,Personal,Economy,859,0,0,5
2236,Male,57,Returning,Personal,Economy,642,0,13,4
2237,Female,55,Returning,Business,Business,859,40,26,4
2238,Male,37,null,Business,Economy Plus,459,0,0,3
2239,Male,55,Returning,Business,Business,859,0,0,1
2240,Male,62,First-time,Business,Business,1041,6,13,5
2241,Female,48,Returning,Business,Business,1041,0,0,2
2242,Male,41,Returning,Business,Business,925,25,21,1
2243,Female,43,First-time,Business,Business,690,49,45,3
2244,Female,33,First-time,Business,Business,630,0,1,3
2245,Male,56,Returning,Business,Business,3732,0,0,2
2246,Female,29,First-time,Business,Business,672,0,0,2
2247,Female,42,Returning,Business,Business,693,815,822,1
2248,Female,49,Returning,Business,Business,2464,20,14,4
2249,Female,43,Returning,Business,Business,2997,0,18,4
2250,Female,19,Returning,Business,Business,925,0,17,2
2251,Female,22,Returning,Business,Business,3152,46,46,4
2252,Male,58,Returning,Business,Business,1925,0,0,3
2253,Female,44,Returning,Business,Business,2736,10,15,4
2254,Male,54,Returning,Business,Business,2372,32,25,3
2255,Female,51,Returning,Business,Business,3637,0,0,5
2256,Female,55,Returning,Business,Business,2829,0,0,1
2257,Female,60,Returning,Business,Business,630,0,0,4
2258,Female,29,First-time,Business,Business,925,0,83,4
2259,Female,55,Returning,Business,Business,690,0,0,4
2260,Female,66,Returning,Business,Business,1825,20,17,1
2261,Female,46,Returning,Business,Business,3612,94,99,3
2262,Female,60,Returning,Business,Business,1558,0,0,1
2263,Female,39,Returning,Business,Business,691,0,8,5
2264,Male,48,Returning,Business,Business,691,78,76,4
2265,Male,50,Returning,Business,Business,690,0,0,1
2266,Female,52,Returning,Business,Business,1916,28,41,4
2267,Male,59,Returning,Business,Business,925,67,57,5
2268,Female,52,Returning,Business,Business,1677,16,12,3
2269,Male,19,Returning,Business,Business,2606,8,25,2
2270,Male,24,First-time,Business,Business,691,9,3,5
2271,Male,27,First-time,Business,Business,672,0,0,4
2272,Male,29,Returning,Business,Business,2561,50,45,4
2273,Female,54,null,Business,Business,3630,18,14,1
2274,Female,52,Returning,Business,Business,925,10,0,2
2275,Female,52,Returning,Business,Business,691,0,0,4
2276,Male,39,First-time,Business,Business,691,67,65,4
2277,Female,18,First-time,Business,Economy,672,0,0,1
2278,Male,27,First-time,Business,Business,925,0,9,3
2279,Female,26,Returning,Business,Business,1720,34,38,2
2280,Male,46,Returning,Business,Business,2603,0,0,4
2281,Male,50,Returning,Business,Business,690,0,0,1
2282,Female,25,First-time,Business,Economy,672,44,40,2
2283,Male,50,Returning,Business,Business,925,0,0,1
2284,Male,25,First-time,Business,Economy,691,0,0,4
2285,Male,51,Returning,Business,Business,3839,0,0,3
2286,Female,41,Returning,Business,Business,925,77,87,4
2287,Female,48,Returning,Business,Business,693,0,0,3
2288,Male,54,Returning,Business,Business,3958,0,0,0
2289,Male,36,First-time,Business,Economy,672,0,0,3
2290,Female,43,Returning,Business,Economy,630,0,4,1
2291,Female,25,First-time,Business,Economy,691,14,13,4
2292,Male,44,Returning,Business,Business,1041,85,80,2
2293,Female,49,Returning,Business,Business,1834,0,15,1
2294,Female,29,Returning,Business,Business,3669,4,5,5
2295,Female,51,Returning,Business,Business,690,0,0,1
2296,Female,59,Returning,Business,Economy,691,0,0,2
2297,Male,19,Returning,Business,Business,3205,0,6,5
2298,Female,27,Returning,Business,Business,691,6,8,4
2299,Female,20,First-time,Business,Economy,672,0,0,4
2300,Female,40,Returning,Business,Business,690,0,0,2
2301,Male,21,First-time,Business,Economy,690,0,0,2
2302,Female,63,Returning,Business,Business,691,0,0,4
2303,Male,45,Returning,Business,Business,3362,264,272,4
2304,Female,48,Returning,Business,Economy,230,12,18,4
2305,Male,15,First-time,Business,Economy,672,24,24,2
2306,Male,39,Returning,Business,Business,272,0,0,0
2307,Female,62,Returning,Business,Business,2820,16,23,5
2308,Female,60,Returning,Business,Economy,291,50,43,2
2309,Female,41,First-time,Business,Business,291,0,0,2
2310,Male,17,Returning,Business,Business,2233,0,0,4
2311,Female,22,First-time,Business,Economy,272,0,0,2
2312,Male,79,Returning,Business,Business,525,0,0,2
2313,Female,21,First-time,Business,Economy,691,0,0,4
2314,Male,43,Returning,Personal,Economy,690,46,32,4
2315,Male,32,Returning,Personal,Economy,1041,0,33,4
2316,Male,35,null,Personal,Economy,672,0,6,2
2317,Female,70,Returning,Personal,Economy,691,16,13,2
2318,Male,37,Returning,Personal,Economy,1041,0,0,4
2319,Female,27,Returning,Personal,Economy,690,0,0,5
2320,Male,33,First-time,Personal,Economy,630,0,0,5
2321,Female,20,Returning,Personal,Economy,672,0,0,3
2322,Male,59,Returning,Personal,Economy,925,0,0,4
2323,Female,30,Returning,Personal,Economy,690,21,8,4
2324,Male,39,Returning,Personal,Economy,630,2,1,2
2325,Male,21,Returning,Personal,Economy,691,0,3,5
2326,Female,36,Returning,Personal,Economy,691,0,1,2
2327,Female,39,Returning,Personal,Economy,925,267,239,4
2328,Female,48,Returning,Personal,Economy,691,0,0,4
2329,Female,43,Returning,Personal,Economy,691,0,6,4
2330,Female,27,Returning,Personal,Economy,691,76,84,3
2331,Female,22,Returning,Personal,Economy,672,0,1,4
2332,Female,62,Returning,Personal,Economy,630,27,21,5
2333,Male,52,Returning,Personal,Economy,690,3,10,5
2334,Female,47,Returning,Personal,Economy,690,25,24,4
2335,Male,66,Returning,Personal,Economy,691,0,1,4
2336,Male,51,Returning,Personal,Economy,630,16,13,3
2337,Female,15,Returning,Personal,Economy,690,0,11,5
2338,Male,10,Returning,Personal,Economy,691,0,0,5
2339,Male,65,Returning,Personal,Economy,691,0,0,4
2340,Female,59,Returning,Business,Business,2721,15,68,3
2341,Female,30,First-time,Business,Economy Plus,672,0,0,3
2342,Male,28,First-time,Business,Economy Plus,925,0,24,4
2343,Female,16,Returning,Business,Economy Plus,690,38,46,4
2344,Female,52,First-time,Business,Business,690,0,0,1
2345,Female,42,Returning,Business,Economy Plus,525,0,0,4
2346,Female,80,null,Business,Economy Plus,525,3,0,1
2347,Female,68,Returning,Personal,Economy Plus,672,0,0,1
2348,Male,28,Returning,Personal,Economy Plus,690,13,14,5
2349,Female,50,Returning,Personal,Economy Plus,672,0,0,5
2350,Female,62,Returning,Personal,Economy Plus,925,17,19,4
2351,Male,24,First-time,Business,Business,925,4,0,1
2352,Male,36,Returning,Personal,Business,925,6,13,3
2353,Male,48,Returning,Business,Business,925,0,0,2
2354,Female,37,Returning,Business,Business,925,0,0,1
2355,Female,33,Returning,Business,Business,3068,39,25,5
2356,Male,21,First-time,Business,Business,925,0,23,0
2357,Male,48,First-time,Business,Business,925,0,0,3
2358,Male,42,Returning,Business,Business,925,174,180,3
2359,Male,43,Returning,Business,Business,2015,1,1,3
2360,Female,29,Returning,Business,Business,2652,0,12,1
2361,Male,29,Returning,Business,Business,3916,8,3,3
2362,Female,57,Returning,Business,Business,925,0,0,2
2363,Male,42,Returning,Business,Business,3043,2,0,3
2364,Female,32,First-time,Business,Economy,925,0,20,4
2365,Female,31,Returning,Business,Economy,925,29,44,4
2366,Female,61,Returning,Personal,Economy,925,16,18,5
2367,Female,57,Returning,Personal,Economy,925,5,1,4
2368,Male,12,Returning,Personal,Economy,925,0,19,1
2369,Female,53,Returning,Personal,Economy,925,29,9,5
2370,Male,44,Returning,Business,Business,2574,38,34,2
2371,Male,69,Returning,Business,Economy Plus,925,0,4,4
2372,Male,15,Returning,Personal,Economy Plus,925,111,109,4
2373,Male,45,Returning,Business,Business,604,32,51,5
2374,Female,51,Returning,Business,Business,767,9,5,5
2375,Female,16,First-time,Business,Economy,604,0,0,3
2376,Female,17,Returning,Personal,Business,604,0,0,5
2377,Female,8,Returning,Personal,Business,767,0,0,2
2378,Male,58,Returning,Business,Business,1729,0,0,2
2379,Male,44,Returning,Business,Business,604,18,0,4
2380,Female,40,Returning,Business,Business,1924,8,0,5
2381,Female,39,Returning,Business,Business,3314,0,17,3
2382,Male,60,Returning,Business,Business,3710,81,97,3
2383,Female,39,Returning,Business,Business,604,31,41,3
2384,Female,44,Returning,Business,Business,2076,0,0,5
2385,Female,24,First-time,Business,Business,641,26,4,0
2386,Male,22,First-time,Business,Economy,641,42,41,0
2387,Female,25,First-time,Business,Business,604,0,0,0
2388,Female,56,Returning,Business,Business,604,0,0,3
2389,Female,49,Returning,Business,Business,1625,0,4,5
2390,Female,23,First-time,Business,Business,641,0,0,0
2391,Male,26,First-time,Business,Business,641,0,0,2
2392,Female,44,Returning,Business,Business,2461,21,12,3
2393,Male,38,First-time,Business,Business,767,0,0,3
2394,Female,47,Returning,Business,Business,2362,24,13,2
2395,Male,21,First-time,Business,Economy,641,0,0,0
2396,Female,54,Returning,Business,Business,1708,17,21,5
2397,Female,29,Returning,Business,Business,604,5,17,3
2398,Female,17,First-time,Business,Economy,604,0,0,4
2399,Female,46,Returning,Business,Business,767,12,11,2
2400,Male,30,Returning,Business,Economy,641,34,18,2
2401,Female,26,First-time,Business,Business,767,8,15,5
2402,Female,23,null,Business,Economy,641,0,0,4
2403,Male,43,Returning,Business,Business,641,0,0,1
2404,Female,29,First-time,Business,Economy,641,0,0,1
2405,Male,47,Returning,Business,Business,2367,0,0,5
2406,Female,58,Returning,Business,Business,767,0,0,5
2407,Female,43,First-time,Business,Economy,604,12,10,1
2408,Female,55,Returning,Business,Business,2904,58,null,5
2409,Male,9,Returning,Business,Business,604,0,1,1
2410,Female,42,Returning,Business,Business,767,12,15,4
2411,Female,39,Returning,Business,Business,1504,0,0,5
2412,Male,47,Returning,Business,Economy,204,0,0,2
2413,Female,49,Returning,Business,Business,2189,0,0,4
2414,Female,50,Returning,Personal,Economy,641,1,0,3
2415,Male,8,Returning,Personal,Economy,604,0,0,5
2416,Female,26,Returning,Personal,Economy,641,0,0,1
2417,Male,38,Returning,Personal,Economy,641,0,0,3
2418,Male,17,Returning,Personal,Economy,604,9,10,5
2419,Male,52,Returning,Personal,Economy,767,0,5,5
2420,Female,41,Returning,Personal,Economy,604,0,0,4
2421,Female,24,Returning,Personal,Economy,604,0,0,4
2422,Female,13,Returning,Personal,Economy,641,18,18,4
2423,Male,13,Returning,Personal,Economy,604,63,66,4
2424,Male,70,Returning,Personal,Economy,767,68,98,4
2425,Male,15,Returning,Personal,Economy,604,0,10,3
2426,Male,26,Returning,Personal,Economy,641,0,0,5
2427,Female,42,Returning,Personal,Economy,604,27,34,4
2428,Male,17,Returning,Personal,Economy,604,0,0,4
2429,Male,41,Returning,Personal,Economy,604,12,12,4
2430,Female,32,Returning,Personal,Economy,767,0,0,4
2431,Female,44,Returning,Personal,Economy,604,0,0,5
2432,Male,51,Returning,Personal,Economy,641,0,0,5
2433,Male,36,Returning,Personal,Economy,604,38,26,3
2434,Female,70,Returning,Personal,Economy,641,0,0,5
2435,Female,11,Returning,Personal,Economy,641,0,2,4
2436,Female,49,Returning,Personal,Economy,641,0,0,5
2437,Female,37,Returning,Personal,Economy,641,0,0,4
2438,Female,40,Returning,Personal,Economy,604,0,0,4
2439,Female,49,Returning,Personal,Economy,641,0,0,4
2440,Male,11,Returning,Personal,Economy,641,0,0,4
2441,Male,14,Returning,Personal,Economy,641,0,0,5
2442,Female,42,Returning,Personal,Economy,604,0,0,5
2443,Male,58,Returning,Business,Business,2108,5,1,5
2444,Female,8,First-time,Business,Economy Plus,604,0,43,3
2445,Male,45,Returning,Business,Business,604,0,0,4
2446,Male,47,Returning,Business,Business,604,17,3,5
2447,Female,25,First-time,Business,Business,767,0,1,4
2448,Female,23,Returning,Personal,Economy Plus,604,20,23,4
2449,Male,21,Returning,Personal,Economy Plus,767,5,null,3
2450,Female,24,Returning,Personal,Economy Plus,641,0,0,4
2451,Female,47,Returning,Business,Business,2378,0,8,4
2452,Male,50,Returning,Business,Business,674,15,52,1
2453,Male,56,Returning,Personal,Business,674,0,0,5
2454,Female,26,Returning,Personal,Business,674,6,4,3
2455,Male,60,Returning,Business,Business,1623,0,3,4
2456,Female,48,Returning,Business,Business,722,0,0,1
2457,Male,24,First-time,Business,Economy,722,0,0,2
2458,Female,30,First-time,Business,Business,773,0,29,3
2459,Female,29,Returning,Business,Business,3573,0,0,1
2460,Male,22,Returning,Business,Business,2708,0,18,1
2461,Male,31,Returning,Business,Business,1697,0,9,5
2462,Female,29,Returning,Business,Business,773,0,12,2
2463,Female,40,Returning,Business,Economy,773,15,26,4
2464,Male,42,Returning,Business,Business,674,0,11,3
2465,Female,41,Returning,Business,Business,322,0,0,2
2466,Female,42,Returning,Personal,Economy,773,0,3,3
2467,Female,40,Returning,Personal,Economy,674,0,21,2
2468,Female,58,Returning,Personal,Economy,773,5,0,2
2469,Male,11,Returning,Personal,Economy,773,0,1,1
2470,Female,37,Returning,Personal,Economy,722,4,0,5
2471,Male,63,Returning,Personal,Economy,701,60,57,4
2472,Female,25,Returning,Personal,Economy,722,10,15,1
2473,Male,28,Returning,Personal,Economy,773,0,0,4
2474,Female,38,Returning,Business,Business,1817,0,0,3
2475,Female,46,Returning,Business,Economy Plus,373,18,28,5
2476,Male,44,Returning,Personal,Economy Plus,773,0,12,3
2477,Female,32,Returning,Personal,Economy Plus,701,12,8,1
2478,Male,39,Returning,Business,Business,1379,109,99,2
2479,Male,20,First-time,Business,Economy,1379,0,9,4
2480,Male,59,Returning,Business,Business,1379,1,0,1
2481,Female,25,First-time,Business,Business,1379,13,16,0
2482,Female,25,First-time,Business,Business,1379,0,0,5
2483,Male,60,Returning,Business,Business,715,42,33,4
2484,Male,21,Returning,Business,Business,1379,0,0,1
2485,Female,33,Returning,Business,Business,1379,0,8,3
2486,Female,54,Returning,Business,Business,1379,0,1,2
2487,Male,22,First-time,Business,Economy,1379,3,11,3
2488,Female,57,Returning,Business,Business,1379,2,0,4
2489,Female,42,Returning,Business,Business,1379,37,22,4
2490,Male,30,Returning,Business,Business,1379,30,32,5
2491,Female,39,Returning,Business,Economy,1379,39,35,2
2492,Female,60,Returning,Business,Economy,1379,110,109,1
2493,Male,54,null,Business,Economy,1379,0,0,2
2494,Male,13,Returning,Personal,Economy,1379,0,5,5
2495,Female,62,Returning,Personal,Economy,1379,56,58,4
2496,Female,8,Returning,Personal,Economy,1379,7,11,1
2497,Female,14,Returning,Personal,Economy,1379,60,58,5
2498,Female,50,Returning,Personal,Economy Plus,1379,0,0,4
2499,Female,57,Returning,Business,Business,3242,11,5,3
2500,Female,21,First-time,Business,Business,280,9,28,4
2501,Female,24,First-time,Business,Economy,280,0,3,5
2502,Female,64,First-time,Business,Business,280,0,0,5
2503,Male,45,Returning,Business,Business,227,0,0,1
2504,Male,50,Returning,Business,Business,1691,0,0,0
2505,Female,54,Returning,Business,Business,1652,0,0,1
2506,Female,46,Returning,Business,Business,2141,10,3,1
2507,Female,50,First-time,Business,Business,181,0,0,4
2508,Female,42,First-time,Business,Business,280,85,85,4
2509,Female,51,Returning,Business,Business,3228,8,3,1
2510,Female,48,Returning,Business,Business,181,0,0,5
2511,Male,30,Returning,Personal,Business,304,0,0,3
2512,Female,12,Returning,Personal,Business,280,42,45,5
2513,Male,58,Returning,Business,Business,2073,0,0,2
2514,Female,50,Returning,Business,Business,2180,8,10,4
2515,Female,42,Returning,Business,Business,2401,0,0,2
2516,Male,55,Returning,Business,Business,181,0,9,3
2517,Male,48,First-time,Business,Business,227,0,0,5
2518,Female,34,Returning,Business,Business,2149,0,0,3
2519,Female,30,Returning,Business,Business,2403,0,0,1
2520,Female,57,Returning,Business,Business,3621,0,0,5
2521,Female,22,First-time,Business,Economy,227,0,0,4
2522,Male,43,Returning,Business,Business,2343,0,0,3
2523,Female,40,Returning,Business,Business,280,48,74,5
2524,Female,48,Returning,Business,Business,3093,93,102,0
2525,Female,46,Returning,Business,Business,280,0,0,3
2526,Female,26,Returning,Business,Business,280,14,11,2
2527,Male,39,First-time,Business,Business,280,3,1,3
2528,Male,49,Returning,Business,Business,1545,0,0,5
2529,Female,44,First-time,Business,Economy,304,15,19,3
2530,Female,39,Returning,Business,Business,2713,0,0,4
2531,Female,56,Returning,Business,Business,227,2,1,4
2532,Male,44,Returning,Business,Business,304,0,0,5
2533,Female,51,Returning,Business,Business,304,0,0,2
2534,Male,37,First-time,Business,Business,280,0,1,3
2535,Female,44,Returning,Business,Business,2749,0,12,5
2536,Female,40,First-time,Business,Business,227,22,22,2
2537,Female,35,Returning,Business,Business,181,6,14,4
2538,Male,21,First-time,Business,Economy,181,0,0,0
2539,Female,41,Returning,Business,Business,2239,0,2,0
2540,Female,44,Returning,Business,Business,2014,0,0,0
2541,Female,56,Returning,Business,Business,280,10,4,4
2542,Male,57,Returning,Business,Business,1880,0,12,0
2543,Male,33,Returning,Business,Economy,280,0,0,3
2544,Female,56,Returning,Business,Business,304,75,69,0
2545,Female,36,Returning,Business,Business,2799,46,40,0
2546,Female,64,First-time,Business,Business,227,0,0,4
2547,Male,41,Returning,Business,Business,3712,0,0,4
2548,Female,39,Returning,Business,Economy,227,6,5,1
2549,Female,22,First-time,Business,Economy,304,5,2,4
2550,Female,57,Returning,Business,Business,304,2,0,2
2551,Male,25,First-time,Business,Economy,304,0,0,0
2552,Male,53,Returning,Business,Business,2118,0,0,4
2553,Male,27,First-time,Business,Business,181,0,0,2
2554,Female,57,First-time,Business,Business,280,0,0,2
2555,Female,58,Returning,Business,Business,1805,12,15,3
2556,Male,30,Returning,Business,Business,2438,0,0,0
2557,Female,25,First-time,Business,Economy,280,36,35,4
2558,Female,61,First-time,Business,Economy,304,0,0,2
2559,Female,50,Returning,Business,Business,2673,0,0,2
2560,Male,64,Returning,Business,Economy,227,0,0,3
2561,Female,33,Returning,Business,Business,2924,24,27,1
2562,Female,39,Returning,Business,Business,3701,42,41,5
2563,Male,32,First-time,Business,Business,181,0,0,2
2564,Male,55,Returning,Business,Business,3789,6,9,2
2565,Female,31,Returning,Business,Business,2597,0,0,3
2566,Female,52,Returning,Business,Business,227,0,5,5
2567,Female,40,Returning,Business,Business,3311,0,0,5
2568,Female,26,First-time,Business,Business,304,19,49,2
2569,Male,53,Returning,Business,Business,280,0,0,2
2570,Female,65,Returning,Business,Business,2679,0,0,4
2571,Female,57,Returning,Business,Business,280,52,53,5
2572,Male,51,Returning,Business,Business,3185,0,0,1
2573,Female,53,Returning,Business,Business,3106,0,0,3
2574,Male,24,First-time,Business,Business,227,0,0,3
2575,Female,23,First-time,Business,Economy,280,16,13,2
2576,Male,65,Returning,Business,Business,3018,40,41,2
2577,Male,37,Returning,Business,Economy,227,0,0,3
2578,Male,52,Returning,Business,Economy,227,0,0,3
2579,Male,33,Returning,Business,Business,3512,0,1,0
2580,Male,20,First-time,Business,Economy,280,6,5,0
2581,Female,66,Returning,Business,Business,280,0,0,3
2582,Female,22,Returning,Business,Business,3006,13,36,2
2583,Male,66,Returning,Personal,Economy,181,0,0,2
2584,Male,57,Returning,Personal,Economy,181,5,17,4
2585,Male,69,Returning,Personal,Economy,227,1,0,4
2586,Male,33,Returning,Personal,Economy,227,0,0,5
2587,Female,44,Returning,Personal,Economy,227,19,24,4
2588,Male,40,Returning,Personal,Economy,304,0,0,5
2589,Female,7,Returning,Personal,Economy,181,5,3,2
2590,Male,23,Returning,Personal,Economy,280,39,30,4
2591,Female,66,Returning,Personal,Economy,227,15,27,4
2592,Female,24,Returning,Personal,Economy,227,0,0,4
2593,Male,67,Returning,Personal,Economy,280,45,38,3
2594,Female,63,Returning,Personal,Economy,227,0,0,2
2595,Male,50,Returning,Personal,Economy,227,0,0,5
2596,Female,14,Returning,Personal,Economy,280,0,0,5
2597,Male,27,Returning,Personal,Economy,280,11,5,2
2598,Female,46,Returning,Personal,Economy,280,13,15,5
2599,Female,19,null,Personal,Economy,227,1,1,5
2600,Male,65,Returning,Personal,Economy,227,9,20,5
2601,Male,18,Returning,Personal,Economy,304,0,0,5
2602,Female,43,Returning,Personal,Economy,280,4,2,0
2603,Male,43,Returning,Personal,Economy,280,0,6,5
2604,Female,33,Returning,Personal,Economy,181,0,0,1
2605,Female,28,Returning,Personal,Economy,181,0,0,4
2606,Female,65,Returning,Personal,Economy,280,0,6,4
2607,Male,28,Returning,Personal,Economy,304,0,0,5
2608,Female,62,null,Personal,Economy,280,0,0,5
2609,Female,32,Returning,Personal,Economy,227,0,8,4
2610,Male,10,Returning,Personal,Economy,304,20,31,4
2611,Female,67,Returning,Personal,Economy,304,16,12,1
2612,Male,47,Returning,Personal,Economy,227,17,29,3
2613,Male,55,Returning,Personal,Economy,181,37,28,4
2614,Female,68,Returning,Personal,Economy,280,0,0,1
2615,Male,46,Returning,Personal,Economy,181,0,null,4
2616,Male,19,Returning,Personal,Economy,227,0,0,5
2617,Female,32,Returning,Personal,Economy,304,0,0,4
2618,Female,34,Returning,Personal,Economy,280,0,0,5
2619,Female,67,Returning,Personal,Economy,227,0,4,5
2620,Male,11,Returning,Personal,Economy,181,0,0,5
2621,Male,48,Returning,Business,Business,2275,25,23,5
2622,Male,54,Returning,Business,Business,1974,0,0,5
2623,Female,53,Returning,Business,Business,2377,33,38,4
2624,Female,48,Returning,Business,Business,2451,0,1,4
2625,Female,43,Returning,Business,Business,304,0,0,1
2626,Male,27,First-time,Business,Business,227,3,2,0
2627,Male,39,Returning,Business,Economy Plus,304,29,26,1
2628,Female,51,Returning,Business,Economy Plus,227,0,3,2
2629,Female,25,First-time,Business,Economy Plus,227,0,0,4
2630,Female,46,Returning,Business,Economy Plus,280,0,0,3
2631,Male,29,Returning,Personal,Economy Plus,181,19,23,2
2632,Female,46,null,Personal,Economy Plus,280,61,62,0
2633,Male,46,Returning,Personal,Economy Plus,280,20,22,1
2634,Male,16,Returning,Personal,Economy Plus,280,0,0,4
2635,Female,42,Returning,Personal,Economy Plus,181,0,0,2
2636,Male,41,Returning,Business,Business,3955,3,0,5
2637,Male,17,Returning,Personal,Business,622,10,0,4
2638,Female,43,Returning,Business,Business,1557,0,0,4
2639,Female,43,First-time,Business,Business,539,0,0,4
2640,Female,58,Returning,Business,Business,3632,16,27,2
2641,Male,41,Returning,Business,Business,3906,0,0,3
2642,Male,31,Returning,Business,Business,597,10,2,1
2643,Male,30,Returning,Business,Business,622,0,0,1
2644,Male,23,Returning,Business,Business,2340,0,0,4
2645,Female,50,Returning,Business,Business,622,0,0,1
2646,Female,33,Returning,Business,Business,622,0,0,3
2647,Female,24,Returning,Business,Business,622,18,18,4
2648,Male,48,Returning,Business,Business,2844,18,111,1
2649,Female,53,Returning,Business,Business,3525,63,61,4
2650,Female,52,Returning,Business,Business,539,6,1,4
2651,Male,39,Returning,Business,Business,3641,14,11,4
2652,Female,52,Returning,Business,Business,2817,28,27,4
2653,Male,43,Returning,Business,Business,3084,0,0,3
2654,Female,51,Returning,Business,Business,622,22,27,1
2655,Female,25,First-time,Business,Business,539,0,0,0
2656,Female,52,Returning,Business,Business,539,0,0,2
2657,Female,42,Returning,Business,Business,597,0,0,1
2658,Female,18,First-time,Business,Economy,622,0,0,5
2659,Female,54,Returning,Business,Business,539,1,0,2
2660,Female,22,Returning,Business,Business,3600,0,6,3
2661,Male,34,Returning,Business,Business,539,23,26,5
2662,Male,29,First-time,Business,Economy,622,0,0,4
2663,Female,53,Returning,Business,Business,539,0,0,5
2664,Male,9,Returning,Business,Business,2595,0,0,4
2665,Female,59,Returning,Business,Business,1887,11,16,2
2666,Female,38,First-time,Business,Business,597,0,0,5
2667,Female,29,First-time,Business,Economy,622,3,0,2
2668,Male,53,Returning,Business,Economy,222,4,7,2
2669,Male,44,Returning,Personal,Economy,597,0,0,1
2670,Male,25,Returning,Personal,Economy,597,28,27,4
