id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,ingredients,rating
2526,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70,3,"B,S,C",4
2622,Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73,2,"B,S",4
785,Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",70,5,"B,S,C,V,L",3
1654,Daintree,Australia,2015,Australia,Goodman Estate,70,3,"B,S,C",3
1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72,2,"B,S",3
1666,Damson,U.K.,2015,Grenada,Crayfish Bay aka Non Pariel Estate,70,3,"B,S,C",2
1666,Damson,U.K.,2015,Nicaragua,O'Payo,70,3,"B,S,C",3
1610,Damson,U.K.,2015,Trinidad,Robson Estate,70,3,"B,S,C",3
1610,Damson,U.K.,2015,Ecuador,Los Rios,70,3,"B,S,C",4
2064,Damson,U.K.,2018,Blend,"Angel Bar, Nicaragua, Madagascar",65,4,"B,S,C,L",2
2574,Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",68,4,"B,S,C,L",2
2574,Dancing Lion,U.S.A.,2021,India,Anamalai,72,4,"B,S,C,L",3
2574,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",72,4,"B,S,C,L",4
805,Dandelion,U.S.A.,2012,Costa Rica,Upala,70,2,"B,S",3
805,Dandelion,U.S.A.,2012,Colombia,Colombian,70,2,"B,S",3
915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",70,2,"B,S",4
1026,Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70,2,"B,S",3
1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",70,2,"B,S",3
1085,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",70,2,"B,S",4
1153,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",70,2,"B,S",4
1303,Dandelion,U.S.A.,2014,Liberia,Buto,70,2,"B,S",3
1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,70,2,"B,S",4
1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70,2,"B,S",4
1387,Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70,2,"B,S",4
1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",70,2,"B,S",3
1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70,2,"B,S",4
2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70,2,"B,S",3
2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70,2,"B,S",3
2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70,2,"B,S",3
2178,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",70,2,"B,S",4
2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",70,2,"B,S",4
2602,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70,2,"B,S",3
2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",70,2,"B,S",3
2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70,2,"B,S",3
2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",70,2,"B,S",3
2546,Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",70,2,"B,S",4
2550,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",70,2,"B,S",4
2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",70,2,"B,S",4
654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,70,2,"B,S",3
654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,70,2,"B,S",3
654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,70,2,"B,S",3
2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",70,2,"B,S",3
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,75,4,"B,S,C,V",3
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,60,4,"B,S,C,V",3
661,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,60,4,"B,S,C,V",4
987,Danta,Guatemala,2012,Venezuela,Chuao,75,4,"B,S,C,V",3
991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70,2,"B,S",3
987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70,2,"B,S",4
987,Danta,Guatemala,2012,Madagascar,Sambirano,70,2,"B,S",4
987,Danta,Guatemala,2012,Guatemala,Las Acacias E.,70,2,"B,S",4
1223,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82,4,"B,S,C,V",3
1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",72,2,"B,S",3
1920,DAR,U.S.A.,2016,Vietnam,Vietnam,72,2,"B,S",3
1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70,2,"B,S",3
2342,Darcis,Belgium,2019,Peru,Piura,72,4,"B,S,C,L",3
2342,Darcis,Belgium,2019,Vietnam,Mekong Delta,70,4,"B,S,C,L",3
1550,Dark Forest,U.S.A.,2015,Madagascar,Madagascar,70,3,"B,S,C",3
1554,Dark Forest,U.S.A.,2015,Tanzania,Tanzania,70,3,"B,S,C",3
1550,Dark Forest,U.S.A.,2015,Venezuela,Ocumare,70,3,"B,S,C",3
1554,Dark Forest,U.S.A.,2015,Ecuador,Ecuador,70,3,"B,S,C",3
1708,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,75,3,"B,S,C",3
907,Davis,U.S.A.,2012,Blend,West Africa,58,4,"B,S,C,L",3
1093,Davis,U.S.A.,2013,Ghana,Ghana,70,4,"B,S,C,L",2
1093,Davis,U.S.A.,2013,Dominican Republic,Rainforest,70,4,"B,S,C,L",3
1093,Davis,U.S.A.,2013,Venezuela,Venezuela,70,4,"B,S,C,L",3
1462,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",72,3,"B,S,C",4
1462,De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",65,3,"B,S,C",4
1832,De Villiers,South Africa,2016,Uganda,Bundibugyo District,70,3,"B,S,C",2
1832,De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",70,3,"B,S,C",3
170,Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Madagascar,66,4,"B,S,C,V",2
175,Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,Costa Rica,64,4,"B,S,C,V",3
175,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,71,4,"B,S,C,V",3
175,Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Ghana,60,4,"B,S,C,V",3
180,Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Papua New Guinea,64,4,"B,S,C,V",3
180,Dean and Deluca (Belcolade),U.S.A.,2007,Peru,Peru,64,4,"B,S,C,V",3
263,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,66,4,"B,S,C,V",4
423,Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Papua New Guinea,64,4,"B,S,C,V",3
2222,Definite,Dominican Republic,2018,Dominican Republic,Elvesia,70,2,"B,S",2
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,70,2,"B,S",2
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,80,2,"B,S",3
1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72,2,"B,S",2
2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72,2,"B,S",3
166,DeVries,U.S.A.,2007,Costa Rica,Costa Rica,77,2,"B,S",4
166,DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,77,2,"B,S",4
241,DeVries,U.S.A.,2008,Bolivia,Bolivian,80,2,"B,S",3
661,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,80,2,"B,S",3
682,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,75,2,"B,S",3
769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,74,2,"B,S",3
769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,70,2,"B,S",3
895,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,75,2,"B,S",3
1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70,2,"B,S",3
1193,Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,76,2,"B,S",4
1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,74,2,"B,S",4
1634,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70,2,"B,S",4
1864,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,78,2,"B,S",4
1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,70,2,"B,S",4
1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75,2,"B,S",4
2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72,2,"B,S",4
2258,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",80,2,"B,S",4
2434,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",72,2,"B,S",4
2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",72,2,"B,S",4
2466,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",73,2,"B,S",4
2554,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",75,2,"B,S",4
2656,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",72,2,"B,S",4
2406,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, Grand Cru Plantation, amelonado",75,4,"B,S,C,L",2
2402,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",70,4,"B,S,C,L",3
2402,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch OST-18-01",65,4,"B,S,C,L",3
2406,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch TRI-18-002, trinitario",75,4,"B,S,C,L",3
1371,Doble & Bignall,U.K.,2014,Panama,"Panama, Raven",72,3,"B,S,C",3
1371,Doble & Bignall,U.K.,2014,Venezuela,"Puerto Cabello, Mantuano",72,3,"B,S,C",3
1407,Doble & Bignall,U.K.,2014,Nicaragua,Johe,72,3,"B,S,C",4
1688,Doble & Bignall,U.K.,2015,Venezuela,Puerto Cabello,85,3,"B,S,C",3
311,Dole (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",70,null,null,4
63,Dolfin (Belcolade),Belgium,2006,Blend,Noir,70,3,"B,S,L",2
304,Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",88,3,"B,S,L",3
87,Domori,Italy,2006,Venezuela,Sur del Lago Classificado,70,2,"B,S",3
87,Domori,Italy,2006,Peru,Apurimac,70,2,"B,S",3
87,Domori,Italy,2006,Venezuela,Carenero Superior,70,2,"B,S",4
129,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75,2,"B,S",3
135,Domori,Italy,2007,Venezuela,Granella,60,2,"B,S",3
135,Domori,Italy,2007,Madagascar,Madagascar,70,2,"B,S",4
192,Domori,Italy,2007,Madagascar,Madagared,70,2,"B,S",4
192,Domori,Italy,2007,Indonesia,"Java, Javablond",70,2,"B,S",4
111,Domori,Italy,2007,Venezuela,Porcelana,70,2,"B,S",4
192,Domori,Italy,2007,Ecuador,Ecuador,70,2,"B,S",4
192,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70,2,"B,S",4
227,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70,2,"B,S",3
272,Domori,Italy,2008,Colombia,Teyuna,70,2,"B,S",3
272,Domori,Italy,2008,Blend,Blend No. 1,78,2,"B,S",4
272,Domori,Italy,2008,Blend,Ilblend,70,2,"B,S",4
470,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70,2,"B,S",3
693,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70,2,"B,S",4
863,Domori,Italy,2012,Tanzania,Morogoro,70,2,"B,S",4
863,Domori,Italy,2012,Venezuela,Guasare,70,2,"B,S",4
1109,Domori,Italy,2013,Venezuela,"IL100, H. San Jose, batch NDL3A01",100,null,null,3
1672,Domori,Italy,2015,Ecuador,Hacienda Victoria,70,2,"B,S",4
1672,Domori,Italy,2015,Venezuela,Ocumare 77,70,2,"B,S",4
2040,Domori,Italy,2018,Tanzania,Tanzania,70,2,"B,S",4
1672,Dormouse,U.K.,2015,Venezuela,"Rio Caribe, Batch 7",70,3,"B,S,C",2
1676,Dormouse,U.K.,2015,Colombia,"Colombia, Batch 9",80,3,"B,S,C",3
1676,Dormouse,U.K.,2015,Madagascar,"Madagascar, Batch 8",77,3,"B,S,C",3
1880,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,75,3,"B,S*,C",3
2052,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",71.5,3,"B,S*,C",3
2052,Dormouse,U.K.,2018,Guatemala,"Verapaz, batch 254",72,3,"B,S*,C",4
2096,Dormouse,U.K.,2018,Peru,"Piura, batch 274",80,2,"B,S*",4
2696,Dormouse,U.K.,2021,Belize,"Trio Reserve, 2020 h. batch D002",78,3,"B,S,C",3
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,75,2,"B,S",2
2390,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,70,2,"B,S",3
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,75,2,"B,S",3
523,Duffy's,U.K.,2010,Ecuador,Star of Ecuador,70,3,"B,S,C",2
516,Duffy's,U.K.,2010,Panama,Panama,70,3,"B,S,C",4
516,Duffy's,U.K.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72,3,"B,S,C",4
523,Duffy's,U.K.,2010,Peru,Star of Peru,70,3,"B,S,C",4
697,Duffy's,U.K.,2011,Panama,"Bocas del Toro, Tierra Oscura",72,3,"B,S,C",3
697,Duffy's,U.K.,2011,Nicaragua,"Nicaliso, Xoco",71,3,"B,S,C",3
661,Duffy's,U.K.,2011,Dominican Republic,Dominican Republic,65,3,"B,S,C",4
765,Duffy's,U.K.,2011,Venezuela,Ocumare,71,3,"B,S,C",4
623,Duffy's,U.K.,2011,Honduras,"Indio Rojo, Xoco",72,3,"B,S,C",4
923,Duffy's,U.K.,2012,Venezuela,Ocumare,72,3,"B,S,C",4
1331,Duffy's,U.K.,2014,Nicaragua,"Chuno, Xoco",70,4,"B,S,C,L",4
1331,Duffy's,U.K.,2014,Nicaragua,"Rico Rugoso, Xoco",76,4,"B,S,C,L",4
1662,Duffy's,U.K.,2015,Guatemala,"Rio Dulce, Xoco",70,4,"B,S,C,L",4
1964,Duffy's,U.K.,2017,Nigeria,Eti-Oni,70,4,"B,S,C,L",3
2100,Duffy's,U.K.,2018,Guatemala,Mayan Red,80,4,"B,S,C,L",3
2366,Duffy's,U.K.,2019,Philippines,South Cotabato,70,4,"B,S,C,L",4
2648,Duffy's,U.K.,2021,Nicaragua,"Juno, batch 201006",70,4,"B,S,C,L",4
1506,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",70,2,"B,S",3
841,Durand,France,2012,Madagascar,Madagascar,82,null,null,3
1630,Durci,U.S.A.,2015,Dominican Republic,Taino Secret,70,3,"B,S,C",3
1630,Durci,U.S.A.,2015,Venezuela,"Carenero, Empyrean Sabor",70,3,"B,S,C",3
1626,Durci,U.S.A.,2015,Peru,"Maranon, Joya Rara",70,3,"B,S,C",4
1626,Durci,U.S.A.,2015,Venezuela,"Rio Caribe, Tepui Treasure",70,3,"B,S,C",4
1630,Durci,U.S.A.,2015,Ecuador,Corona Arriba,70,3,"B,S,C",4
2040,Durci,U.S.A.,2018,Peru,Piura Blanco,70,3,"B,S,C",4
1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70,3,"B,S,C",3
1343,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70,3,"B,S,C",4
1343,East Van Roasters,Canada,2014,Dominican Republic,"Dominican Republic, batch DR113",70,3,"B,S,C",4
1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70,3,"B,S,C",3
1812,Eau de Rose,Canada,2016,Colombia,Arauca,70,3,"B,S,C",3
919,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",72,3,"B,S,C",3
2358,Eclat (Fruition),U.S.A.,2019,Peru,"NOE, nacional/criollo, batch 1",80,2,"B,S",4
1876,Edelmond,Germany,2016,Venezuela,Porcelana,68,2,"B,S",3
2534,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",70,2,"B,S",3
2534,El Buen,U.S.A.,2020,Colombia,Tumaco,70,2,"B,S",3
252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71,4,"B,S,C,L",3
709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75,4,"B,S,C,L",4
32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70,5,"B,S,C,V,L",3
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74,5,"B,S,C,V,L",2
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58,5,"B,S,C,V,L",2
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61,5,"B,S,C,V,L",3
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,5,"B,S,C,V,L",3
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70,5,"B,S,C,V,L",3
1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70,5,"B,S,C,V,L",4
2382,Eldora,U.S.A.,2019,Guatemala,"Polochic, batch 711",70,3,"B,S,C",4
1137,Emerald Estate,St. Lucia,2013,St. Lucia,Emerald Estate,60,2,"B,S",3
1137,Emerald Estate,St. Lucia,2013,St. Lucia,Emerald Estate,70,2,"B,S",3
1450,Emily's,Japan,2015,Venezuela,Patanemo,79,3,"B,S,C",3
1454,Emily's,Japan,2015,Peru,Peru,78,3,"B,S,C",4
2114,Encuentro,France,2018,Dominican Republic,Oko Caribe,70,2,"B,S",3
2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70,2,"B,S",4
2108,Encuentro,France,2018,Guatemala,Asochivite,70,2,"B,S",4
2118,Encuentro,France,2018,Madagascar,Bejofo,70,2,"B,S",4
1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",75,2,"B,S",3
2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",72,2,"B,S",3
2350,ENNA,U.S.A.,2019,Sierra Leone,Gola Rainforest,70,3,"B,S,C",2
2350,ENNA,U.S.A.,2019,Tanzania,Kokoa Kamili,80,3,"B,S,C",3
2350,ENNA,U.S.A.,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72,3,"B,S,C",4
565,Enric Rovira (Claudio Corallo),Spain,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",80,null,null,3
1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80,3,"B,S,C",3
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70,3,"B,S,C",3
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74,3,"B,S,C",3
252,Escazu,U.S.A.,2008,Venezuela,Ocumare,72,4,"B,S,C,V",3
414,Escazu,U.S.A.,2009,Costa Rica,Guapiles,65,4,"B,S,C,V",2
431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",74,4,"B,S,C,V",3
423,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,81,4,"B,S,C,V",4
903,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,70,4,"B,S,C,V",3
2570,Escazu,U.S.A.,2021,Blend,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",65,3,"B,S,C",3
2570,Escazu,U.S.A.,2021,Colombia,"Arhuacos, Sierra Nevada, batch 060221",70,2,"B,S",4
666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Peru, Madagascar",55,4,"B,S,C,V",2
666,Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,Trinidad,55,4,"B,S,C,V",2
666,Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,Porcelana,70,4,"B,S,C,V",2
672,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Venezuela, Trinidad",62,4,"B,S,C,V",2
666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,Red Vanilla,62,4,"B,S,C,V",3
1275,Ethereal,U.S.A.,2014,Belize,Belize,80,3,"B,S,C",3
1275,Ethereal,U.S.A.,2014,Ecuador,Ecuador,80,3,"B,S,C",4
1275,Ethereal,U.S.A.,2014,Dominican Republic,Dominican Republic,80,3,"B,S,C",4
2142,Ethereal,U.S.A.,2018,Guatemala,Guatemala,80,3,"B,S,C",4
2664,Ethereal,U.S.A.,2021,Uganda,Uganda,70,3,"B,S,C",3
2450,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato",73,3,"B,S,C",3
565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75,2,"B,S",3
1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76,2,"B,S",2
1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76,2,"B,S",3
1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76,2,"B,S",3
105,Felchlin,Switzerland,2006,Blend,Supremo- SF,62,5,"B,S,C,V,L",2
48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64,5,"B,S,C,V,L",3
48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65,5,"B,S,C,V,L",3
105,Felchlin,Switzerland,2006,Dominican Republic,Elvesia P.,74,5,"B,S,C,V,L",3
48,Felchlin,Switzerland,2006,Ecuador,Arriba,72,5,"B,S,C,V,L",4
56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68,5,"B,S,C,V,L",4
494,Felchlin,Switzerland,2010,Grenada,Grenada,58,5,"B,S,C,V,L",4
1283,Finca,U.S.A.,2014,Puerto Rico,Puerto Rico,65,3,"B,S,C",2
1287,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,85,3,"B,S,C",2
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,80,3,"B,S,C",3
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,70,3,"B,S,C",3
2474,Finnia,Canada,2020,Honduras,Honduras,70,3,"B,S,C",3
2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70,3,"B,S,C",3
2478,Finnia,Canada,2020,Mexico,Mexico,70,3,"B,S,C",3
2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70,3,"B,S,C",3
2398,Firetree,U.K.,2019,Philippines,Mindanao Island,73,4,"B,S,C,L",3
2394,Firetree,U.K.,2019,Papua New Guinea,Karkar Island,72,4,"B,S,C,L",4
2398,Firetree,U.K.,2019,Solomon Islands,Guadalcanal,69,4,"B,S,C,L",4
2398,Firetree,U.K.,2019,Vanuatu,Malekula Island,72,4,"B,S,C,L",4
2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",75,2,"B,S",3
2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",75,2,"B,S",3
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",75,2,"B,S",3
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",75,2,"B,S",4
2202,FJAK,Norway,2018,Madagascar,Bejofo,70,3,"B,S,C",3
2206,FJAK,Norway,2018,India,Goground,68,3,"B,S,C",4
2206,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70,3,"B,S,C",4
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,72,3,"B,S*,C",3
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Dominican Republic,70,6,"B,S,C,V,L,Sa",3
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Puerto Rico,80,6,"B,S,C,V,L,Sa",3
1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70,2,"B,S",3
1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75,2,"B,S",4
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67,2,"B,S",4
2076,Fossa,Singapore,2018,Dominican Republic,Oko Caribe,72,2,"B,S",3
2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70,2,"B,S",3
2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70,2,"B,S",3
2072,Fossa,Singapore,2018,Philippines,Davao,70,2,"B,S",3
2072,Fossa,Singapore,2018,Haiti,Pisa,68,2,"B,S",4
2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70,2,"B,S",3
2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70,2,"B,S",4
2712,Fossa,Singapore,2021,Indonesia,"Burang, Popayato-Paquat microlot, Goranulo Province",72,2,"B,S",4
2712,Fossa,Singapore,2021,Malaysia,"Semai Community, Kamping Long B, Pahang",72,2,"B,S",4
2318,Foundry,New Zealand,2019,Papua New Guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70,2,"B,S",3
2322,Foundry,New Zealand,2019,Bolivia,"Alto Beni, 2017 h.",70,2,"B,S",3
2322,Foundry,New Zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70,2,"B,S",3
2322,Foundry,New Zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70,2,"B,S",3
2318,Foundry,New Zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70,2,"B,S",3
2322,Foundry,New Zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70,2,"B,S",4
2326,Foundry,New Zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70,2,"B,S",4
915,Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60,3,"B,S,C",4
911,Franceschi,Venezuela,2012,Venezuela,Canoabo,70,3,"B,S,C",4
1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70,3,"B,S,C",4
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70,3,"B,S,C",4
2044,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60,4,"B,S,C,L",2
2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70,3,"B,S,C",3
