ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating,user_id,batch_id,processing_date
720.0,Female,51.0,Returning,  BUSINESS  ,Business,309,0,0.0,1.0,2246,5361,NOISE_291
721.0,Female,,First-time,BUSINESS,  Business  ,354,0,0.0,3.0,4431,2249,NOISE_244
722.0,Male,58.0,returning,Business,  Business  ,3798,5,4.0,2.0,5007,4200,NOISE_724
723.0,Female,50.0,First-time,Business,Business,140,0,0.0,3.0,9162,4365,NOISE_290
724.0,Male,45.0,Returning,Business,BUSINESS,3934,0,0.0,2.0,3550,5404,NOISE_804
725.0,male,21.0,First-time,Business,Economy,309,0,0.0,5.0,1384,3050,NOISE_686
726.0,Male,-1.0,  Returning  ,Business,Business,89,0,0.0,5.0,2370,1917,NOISE_507
727.0,Female,54.0,Returning,Business,BUSINESS,2509,0,3.0,4.0,8983,5165,NOISE_166
728.0,Male,16.0,First-time,  Business  ,  Economy  ,309,0,0.0,4.0,5227,8265,NOISE_797
729.0,Female,37.0 years,  First-time  ,  Business  ,Business,164,63,60.0,2.0,9875,4530,NOISE_414
730.0,Female,41.0,nan,Business,  Business  ,2868,19,22.0,1.0,1370,1615,NOISE_692
731.0,Female,22.0,First-time,  Business  ,BUSINESS,164,3,0.0,2.0,4475,5782,NOISE_736
732.0,Female,55.0,Returning,  Business  ,BUSINESS,3446,0,0.0,2.0,6978,2686,NOISE_943
733.0,Female,57.0,Returning,Business,Business,354,0,0.0,0.0,1000,9687,NOISE_225
734.0,Female,39.0,  First-time  ,Business,  Business  ,89,0,44.0,2.0,2762,1320,NOISE_230
735.0,Female,,Returning,Business,  Business  ,"3,085",0,0.0,2.0,5868,3861,NOISE_538
736.0,Male,56.0,First-time,Business,Business,229,0,0.0,2.0,4387,7139,NOISE_173
737.0,MALE,46.0,Returning,Business,  Business  ,3717,0,6.0,3.0,3676,6968,NOISE_592
738.0,Male,,  Returning  ,Business,  Business  ,158,66,57.0,3.0,1266,9042,NOISE_577
739.0,Female,39.0,First-time,Business,Business,482,11,7.0,2.0,9158,6917,NOISE_526
740.0,Male,32.0,Returning,Business,Business,270,0,0,2.0,8883,6604,NOISE_732
741.0,Male,39.0,First-time,Business,  Business  ,158,0,0.0,1.0,7549,1146,NOISE_451
742.0,Female,46.0,nan,  Business  ,Business,158,0,0.0,5.0,1586,6968,NOISE_383
743.0,Female,52.0,Returning,Business,Business,1975,0,0.0,0.0,8663,7235,NOISE_370
744.0,Female,220.0,Returning,business,Business,312,0,0.0,1.0,7568,6423,NOISE_601
745.0,Female,58.0,Returning,  Business  ,Business,2649,3,48.0,2.0,2672,8853,NOISE_585
746.0,Male,44.0,Returning,Business,Business,102,6,7.0,2.0,2860,2906,NOISE_655
747.0,Male,58.0,Returning,Business,Business,"1,834",0,0.0,3.0,1654,3759,NOISE_124
748.0,Male,54.0,Returning,Business,  Business  ,2385,0,0.0,1.0,4008,9178,NOISE_542
749.0,male,58.0,Returning,BUSINESS,  Business  ,354,10,8.0,3.0,9660,8682,NOISE_912
750.0,Male,55,nan,Business,Business,-164,61,66.0,4.0,3073,5765,NOISE_255
751.0,Female,21.0,First-time,Business,Economy,354,2,8.0,4.0,5948,1849,NOISE_229
752.0,Female,47.0,Returning,Business,  Business  ,3824,0,0.0,4.0,2903,7425,NOISE_344
753.0,Female,57.0,RETURNING,Business,Business,354,6,8.0,-100.0,6655,9857,NOISE_362
754.0,Male,56.0,Returning,Business,Business,3435,0,0.0,3.0,2992,6630,NOISE_580
755.0,Female,,Returning,Business,business,134,0,0.0,5.0,3247,4726,NOISE_726
756.0,Female,44.0,Returning,Business,Business,3189,5,3.0,1.0,2138,8662,NOISE_412
757.0,Female,38.0,  First-time  ,Business,Business,113,0,0.0,3.0,7392,8976,NOISE_174
758.0,Female,20.0,First-time,BUSINESS,Economy,134,34,21.0,4.0,9136,1395,NOISE_178
759.0,MALE,24.0,  First-time  ,BUSINESS,Business,158,0,46.0,0.0,8179,2798,NOISE_890
760.0,Female,,First-time,Business,Business,309,71,61.0,1.0,2224,9072,NOISE_789
761.0,Male,48.0,Returning,Business,Business,3447,0,18.0,0.0,1250,1921,NOISE_663
762.0,MALE,37.0,Returning,Business,Business,3638,0,0.0,3.0,7370,2875,NOISE_719
763.0,MALE,40.0,Returning,  Business  ,  business  ,3184,0,0.0,3.0,7340,4962,NOISE_685
764.0,Male,43.0,Returning,  Business  ,Business,309,0,4.0,4.0,9202,5048,NOISE_947
765.0,Male,59.0,Returning,Business,  BUSINESS  ,2394,4,-8.0,4.0,2738,7733,NOISE_300
766.0,Female,60.0,Returning,Business,Business,354,0,0.0,1.0,8595,7431,NOISE_786
767.0,male,46.0,  Returning  ,Business,Business,1942,0,0.0,3.0,3921,2725,NOISE_488
768.0,Female,220.0,Returning,Business,Business,1920,13,13.0,2.0,3816,3944,NOISE_229
769.0,Male,49.0,  Returning  ,Business,Business,158,0 years,0.0,4.0,9478,7460,NOISE_812
770.0,Male,60.0,Returning,  Business  ,Business,2883,0,0.0,3.0,7001,5873,NOISE_937
771.0,Male,44.0,Returning,Business,Business,312,0,0.0,3.0,7659,4762,NOISE_194
772.0,Male,73.0,Returning,Business,Business,134 years,0,0.0,3.0,2822,3897,NOISE_234
773.0,Male,,Returning,Business,business,2218,0,0.0,1.0,6692,1456,NOISE_169
774.0,Female,56.0 years,Returning,Business,Business,3886 years,0,0.0,2.0,4577,6130,NOISE_564
775.0,Female,,Returning,Business,Business,2568,0,0.0,1.0,2043,3789,NOISE_622
776.0,Male,55.0,Returning,Business,Business,247,23,26.0,3.0,7971,2846,NOISE_547
777.0,Female,50.0,Returning,Business,Business,3623,0,0.0,0.0,7383,8094,NOISE_337
778.0,Male,42.0,nan,Business,Business,2211,56,51.0,1.0,9283,6362,NOISE_213
779.0,Male,42.0,Returning,Business,  Business  ,247,0,4.0,1.0,6111,3751,NOISE_435
780.0,Male,60.0,RETURNING,Business,  Business  ,113,0,0.0,4.0,6782,8039,NOISE_494
781.0,Male,37.0,nan,  BUSINESS  ,Business,2421,4,1,3.0,5416,6947,NOISE_717
782.0,Male,39.0,  First-time  ,Business,  Business  ,89,23,38.0,0.0,2375,9712,NOISE_339
783.0,Female,44.0 years,Returning,Business,  Business  ,89,0,0.0,3.0,6515,1792,NOISE_244
784.0,Male,24.0,First-time,Business,Economy,134,0,0.0,0.0,7643,5840,NOISE_160
785.0,Male,40.0,First-time,Business,Business,270,0,0.0,4.0,6367,2226,NOISE_435
786.0,Male,22.0,  First-time  ,Business,Economy,134,27,18.0,4.0,8962,7542,NOISE_242
787.0,Female,56.0,  Returning  ,Business,Business,1707,7,15.0,4.0,6624,2382,NOISE_727
788.0,Female,30.0,nan,Business,  BUSINESS  ,89,9,0.0,2.0,7950,1170,NOISE_869
789.0,Female,,  Returning  ,Business,business,3553,0,0.0,1.0,3078,4660,NOISE_878
790.0,Female,47.0,nan,Business,  Business  ,482,9 years,0.0,2.0,5300,3852,NOISE_712
791.0,Female,17.0 years,First-time,Business,Economy,354,10,12.0,4.0,4750,8655,NOISE_869
792.0,Female,41.0,returning,Business,Business,158,0,0.0,1.0,5543,3546,NOISE_147
793.0,Female,49.0,Returning,BUSINESS,Business,3125,102,96.0,4.0,1695,5922,NOISE_912
794.0,Female,22.0,First-time,Business,Business,309,0,0.0,0.0,3832,5135,NOISE_859
795.0,Female,44.0,First-time,Business,Business,354,22,20.0,2.0,2052,6090,NOISE_379
796.0,Female,37.0,  First-time  ,Business,Business,158,0,0.0,3.0,5833,7075,NOISE_742
797.0,M,27.0,First-time,Business,Business,312,175,174.0,1.0,6020,7790,NOISE_132
798.0,Female,48.0,  First-time  ,Business,Business,309,0,5.0,2.0,8229,8678,NOISE_299
799.0,Male,55.0,Returning,Business,Business,2389,37,28.0,1.0,7915,6110,NOISE_514
800.0,MALE,25.0,First-time,Business,  Business  ,309,0 years,0.0,3.0,4853,6683,NOISE_172
801.0,Female,55.0,Returning,Business,Business,1688,0,0.0,2.0,9512,4290,NOISE_635
802.0,Male,47,Returning,Business,Business,134,0,0.0,3.0,7376,5720,NOISE_691
803.0,Female,42.0,Returning,  Business  ,  Business  ,3761,5,12.0,1.0,3530,5602,NOISE_668
804.0,Male,44.0,First-time,  Business  ,Business,282,15,21.0,2.0,4809,7887,NOISE_430
805.0,Male,42.0,Returning,Business,BUSINESS,1750,0,5.0,5.0,6338,3281,NOISE_762
806.0,Male,42.0,RETURNING,  Business  ,Business,1538,0,1.0,3.0,5472,6299,NOISE_300
807.0,Female,58.0,First-time,business,Business,396,0,0.0,105.0,7913,2810,NOISE_176
808.0,Female,50.0,Returning,business,Business,134,4,8.0 years,4.0,2901,7238,NOISE_311
809.0,Male,57.0,Returning,  Business  ,Business,309,17,16.0,1.0,7998,7176,NOISE_371
810.0,Male,26.0,  First-time  ,Business,Business,354,0,7.0,1.0,4988,8574,NOISE_450
811.0,Female,42.0,Returning,  Business  ,Business,1532,6,1.0,1.0,3205,9698,NOISE_658
812.0,Female,,First-time,Business,Business,229,37,37.0,-1.0,2396,6025,NOISE_665
813.0,M,37.0,First-time,Business,Business,247 years,2,6.0,2.0,6486,8155,NOISE_664
814.0,Male,30.0,RETURNING,Business,  Business  ,309,0,0,3.0,1472,3954,NOISE_556
815.0,male,40.0,  Returning  ,Business,  Business  ,158,0,0.0,4.0,9455,5289,NOISE_613
816.0,Female,48.0,Returning,  Business  ,Business,2658,0,0.0,0.0,3755,7011,NOISE_394
817.0,Male,51.0,Returning,Business,  Business  ,102,0,0.0,1.0,9052,3537,NOISE_628
818.0,Female,37.0,  Returning  ,Business,BUSINESS,3853,0,0.0,3.0,8062,8667,NOISE_358
819.0,Female,43.0,Returning,  Business  ,Business,102,39,48.0,3.0,2844,1791,NOISE_217
820.0,Male,41.0,  First-time  ,  Business  ,Business,309,18,18.0,2.0,5315,5636,NOISE_392
821.0,Female,52.0,Returning,Business,Business,2236,27,28.0,3.0,6688,8449,NOISE_577
822.0,Male,47.0,RETURNING,Business,Business,158,0,0,5.0,1344,6324,NOISE_945
823.0,Male,60.0,Returning,Business,business,102,0,0.0,1.0,2303,1853,NOISE_470
824.0,Female,-100,Returning,Business,Business,2538,0,1.0,0.0,9519,5755,NOISE_458
825.0,Female,53.0,  Returning  ,  Business  ,Business,1588,7,18.0,0.0,3423,2079,NOISE_992
826.0,Male,47.0,  Returning  ,Business,  Business  ,2880,0,0.0,5.0,6983,7176,NOISE_661
827.0,Male,,Returning,Business,BUSINESS,3120,4,0.0,3.0,9384,1070,NOISE_143
828.0,Female,61.0,Returning,Business,Business,396,13,2.0,4.0,9124,3466,NOISE_785
829.0,Female,57.0,Returning,Business,Business,164 years,25,23.0,4.0,2956,7107,NOISE_268
830.0,Female,27.0,FirstTime,Business,Business,89,57,52.0,3.0,7110,4944,NOISE_357
831.0,Female,25.0,First-time,Business,  Business  ,247,0,2.0,1.0,1831,2115,NOISE_454
832.0,Female,38.0,Returning,  Business  ,  Business  ,134,0,16.0,3.0,5367,2386,NOISE_955
833.0,Male,47.0,Returning,Business,Business,229,36,27.0,5.0,4461,6096,NOISE_563
834.0,MALE,20.0,First-time,Business,Business,134,0,0.0,4.0,9804,2497,NOISE_944
835.0,Male,34.0,Returning,Business,Business,354,31,29.0,2.0,8497,6731,NOISE_169
836.0,Male,39.0,Returning,Business,BUSINESS,2879,0,0.0,5.0,9191,8461,NOISE_757
837.0,Female,43.0,nan,  business  ,Business,3923,7,8.0,3.0,2018,6866,NOISE_876
838.0,Female,35.0,  First-time  ,Business,  Business  ,89,0,0.0,5.0,3293,5738,NOISE_509
839.0,Female,,Returning,Business,  Business  ,2708,4,0.0,,1725,2926,NOISE_104
840.0,Female,51.0,Returning,Business,Business,229,12,4.0,1.0,5960,9177,NOISE_843
841.0,Female,58.0,Returning,Business,Business,2808,11,6.0,,1859,9196,NOISE_574
842.0,Male,52.0,nan,BUSINESS,Business,134,0,0.0,5.0,2565,6494,NOISE_637
843.0,Female,23.0 years,Returning,  Business  ,Business,89,0,0.0,2.0,6326,5945,NOISE_232
844.0,Male,52.0,Returning,Business,Business,1959,0 years,0.0,4.0,5272,5451,NOISE_565
845.0,Male,46.0,Returning,business,Business,3934,0,0.0,2.0,4497,4934,NOISE_394
846.0,Female,39.0,Returning,  Business  ,Business,2224,0,0.0 years,3.0,4077,1982,NOISE_210
847.0,Male,48.0,  Returning  ,BUSINESS,Business,134,0,0.0,3.0,8490,5745,NOISE_961
848.0,male,63.0,Returning,business,Business,134,0 years,0.0,5.0,3586,7672,NOISE_478
849.0,Female,38.0,  Returning  ,Business,  BUSINESS  ,2885,4 years,8.0,1.0,8972,4297,NOISE_839
850.0,Female,54.0,Returning,Business,business,354,0,0.0,5.0,1382,9126,NOISE_528
851.0,Male,,Returning,BUSINESS,Business,309,0,0.0,6.0,2477,7642,NOISE_356
852.0,Male,49.0,Returning,Business,BUSINESS,134,0,0.0,3.0,2290,8461,NOISE_690
853.0,Male,17.0,First time,Business,Economy,229,0,0.0,3.0,3000,9551,NOISE_508
854.0,Female,121.0,  First-time  ,  Business  ,Economy,158,0,0.0,0.0,9501,9867,NOISE_980
855.0,Male,45.0,Returning,  Business  ,  Business  ,2930,0,0.0,1.0,3722,7169,NOISE_777
856.0,Female,58.0,Returning,Business,Business,354,0,0.0,2.0,8626,2065,NOISE_428
857.0,Male,49.0,Returning,Business,Business,2449,0,0.0,4.0,1613,6782,NOISE_460
858.0,Male,40.0,Returning,Business,  Business  ,2845,3,8.0,5.0,4540,7745,NOISE_713
859.0,Female,50.0,nan,Business,  Business  ,309,0,0.0,3.0,6307,5303,NOISE_733
860.0,Female,56.0,nan,Business,Business,247,9,5.0,5.0,9789,1755,NOISE_360
861.0,Male,20.0,First-time,Business,  Economy  ,113,0,0.0,6.0,5992,8523,NOISE_458
862.0,Male,55.0,Returning,Business,Business,2480,0 years,0.0,5.0,5520,2295,NOISE_886
863.0,Female,,  First-time  ,Business,Business,282,0 years,0.0,2.0,5470,3319,NOISE_939
864.0,Female,,  First-time  ,  Business  ,Business,312,9,3.0,3.0,1557,9293,NOISE_968
865.0,Male,42.0,  Returning  ,Business,BUSINESS,1656,20,11.0,3.0,3211,6169,NOISE_701
866.0,Male,44.0,Returning,Business,Business,"1,644",0,0.0,4.0,7129,9660,NOISE_453
867.0,Female,45.0,Returning,Business,Business,3665,0,0.0,5.0,2716,5198,NOISE_979
868.0,Male,57.0,Returning,Business,Business,113,0,0.0,2.0,8602,3313,NOISE_923
869.0,Male,23.0,First-time,Business,  Business  ,134,0,0.0,0.0,4384,3417,NOISE_187
870.0,Male,44.0,nan,Business,Business,2184,39,42.0 years,2.0,4007,1630,NOISE_531
871.0,Male,25.0,Returning,Business,Business,2661,30,31.0,,3703,2636,NOISE_489
872.0,Male,43.0,Returning,  Business  ,Business,309,0,0.0,4.0,5047,2790,NOISE_844
873.0,Female,,Returning,Business,Business,3587,0,0.0,2.0,5868,8956,NOISE_721
874.0,Male,20.0,First-time,Business,Business,134,66,67.0,0.0,8935,2358,NOISE_471
875.0,Female,31.0,Returning,Business,Business,229,0,0.0,5.0,5832,9266,NOISE_333
876.0,Female,20.0,First-time,BUSINESS,Economy,134,0,0.0,3.0,2317,9237,NOISE_374
877.0,Female,27.0,nan,Business,  Business  ,312 years,0,0.0,4.0,3247,2202,NOISE_528
878.0,male,37.0,First time,  BUSINESS  ,Business,312,0,0.0,4.0,1714,9905,NOISE_756
879.0,Female,80.0,Returning,Business,Business,229,2,0.0,5.0,5619,9547,NOISE_481
880.0,Male,43.0,Returning,Business,Business,2505,0,0.0,4.0,8994,6653,NOISE_153
881.0,Male,59.0,First-time,Business,Business,134,0,0.0,2.0,6826,9624,NOISE_586
882.0,Male,49.0,Returning,Business,business,3474,0,0.0,4.0,1718,2944,NOISE_675
883.0,Female,15.0,Returning,  business  ,Business,270,0 years,0,3.0,4095,8319,NOISE_645
884.0,Male,39.0,Returning,Business,Business,396,0,,,9644,2493,NOISE_623
885.0,Female,45.0,  Returning  ,Business,Business,3477,0,0.0,3.0,9900,8535,NOISE_933
886.0,Male,47.0,returning,  Business  ,Business,2708,0,0.0,1.0,1438,4341,NOISE_709
887.0,Female,41.0,Returning,  business  ,Business,3080,0,6.0,2.0,8209,8962,NOISE_140
888.0,M,,  Returning  ,  Business  ,Business,134,0,1.0,3.0,2215,4425,NOISE_244
889.0,Male,17.0 years,First-time,  Business  ,  Economy  ,309,0,0.0,1.0,5611,6170,NOISE_198
890.0,Female,55.0,Returning,  Business  ,Business,2431,0,0.0,2.0,4466,6809,NOISE_950
891.0,Female,51.0,Returning,Business,Business,134,0,0.0,1.0,2335,2337,NOISE_392
892.0,Female,24.0,  First-time  ,Business,Economy,-113,20,6.0,2.0,9158,7423,NOISE_362
893.0,Female,-100.0,First-time,Business,Business,102,8 years,43.0,1.0,8307,8940,NOISE_724
894.0,Male,26.0,First-time,Business,Business,89,29,25.0,3.0,5984,5603,NOISE_713
895.0,Male,53.0,  Returning  ,Business,Business,2319,13,6.0,2.0,7919,9102,NOISE_448
896.0,Female,39.0,nan,Business,Business,1976,0,13.0,2.0,9203,8196,NOISE_917
897.0,Female,16.0,  First-time  ,Business,  economy  ,158,0,0.0,0.0,2259,5201,NOISE_983
898.0,Female,40.0,First time,Business,Business,247,19 years,15.0,3.0,7717,4245,NOISE_743
899.0,Male,36.0,Returning,  Business  ,  business  ,3426,0,0,4.0,2308,2243,NOISE_544
900.0,Male,40.0,Returning,Business,Business,2582,0,2.0,4.0,2281,7916,NOISE_546
901.0,Female,,First-time,Business,  ECONOMY  ,309,48,63.0,,6209,9703,NOISE_767
902.0,Male,47,First time,Business,Business,113,0,0.0,1.0,1775,7033,NOISE_774
903.0,MALE,24.0,First-time,  Business  ,business,89,0,0.0,3.0,9670,1605,NOISE_320
904.0,Female,51.0,Returning,Business,Business,354,0,0.0,1.0,5024,3467,NOISE_966
905.0,Female,39.0,First-time,Business,Business,354,33,27.0,3.0,9986,8048,NOISE_285
906.0,Female,42.0,Returning,Business,Business,247,0,0.0,4.0,7597,7579,NOISE_842
907.0,Male,18.0,nan,Business,Economy,134,0,0.0,5.0,1507,7059,NOISE_724
908.0,Female,37.0,First-time,Business,Business,270,0,0.0 years,2.0,6711,7348,NOISE_817
909.0,Female,60.0,Returning,Business,Business,2738,0,0.0,3.0,4316,5000,NOISE_788
910.0,Male,35.0,Returning,Business,Business,89,0,2.0,3.0,9099,2024,NOISE_383
911.0,Female,23.0,  First-time  ,Business,Economy,282,34 years,30.0,4.0,7569,9582,NOISE_680
912.0,Female,47.0,Returning,Business,Business,2728,0,0.0,1.0,2322,9072,NOISE_275
913.0,Female,41.0,  Returning  ,Business,Business,2743,0,0.0,3.0,9502,1384,NOISE_493
914.0,M,-1.0,FirstTime,Business,Business,270,0,5.0,1.0,6497,6680,NOISE_696
915.0,Female,24.0,First-time,Business,  Economy  ,247,3,0.0,0.0,1623,6480,NOISE_809
916.0,M,61.0 years,First-time,Business,Business,247,0,0.0,5.0,4903,3015,NOISE_405
917.0,Female,56.0,Returning,Business,Business,3870,0,0.0,3.0,2391,7295,NOISE_107
918.0,Male,32.0,Returning,Business,Business,2702,1,2.0,5.0,3537,2661,NOISE_575
919.0,Male,25.0,  First-time  ,  Business  ,Business,89,0,0.0,3.0,9705,2703,NOISE_177
920.0,Male,49.0,Returning,Business,Business,270,9,4.0,5.0,8450,8513,NOISE_275
921.0,Male,55.0,  Returning  ,Business,business,1568,0,0.0,5.0,1579,4972,NOISE_593
922.0,Female,60.0,Returning,Business,Business,309,0,2.0,4.0,4072,3512,NOISE_777
923.0,Male,43.0,Returning,BUSINESS,Business,2954,0,0.0,2.0,4063,4212,NOISE_103
924.0,male,41.0,  Returning  ,Business,  Business  ,102,0,0.0,5.0,2093,3484,NOISE_180
925.0,Female,45.0,First-time,BUSINESS,Business,282,2,0.0,3.0,3861,3683,NOISE_421
926.0,Female,25,Returning,Business,Business,89,27,29,5.0,4013,5580,NOISE_487
927.0,Male,39.0,First-time,  Business  ,Business,354,0,0.0,,1803,8642,NOISE_287
928.0,MALE,62.0,nan,Business,Business,89,13,9.0,3.0,2137,4357,NOISE_499
929.0,Male,34.0,Returning,Business,Business,158,0,0.0,4.0,6819,1487,NOISE_489
930.0,M,26.0,  First-time  ,  Business  ,Business,354,0,0.0,2.0,1945,2447,NOISE_690
931.0,Female,57.0,Returning,Business,Business,164,29,39.0,2.0,6908,3462,NOISE_641
932.0,MALE,61.0,First-time,Business,  Business  ,309,19,14.0,2.0,5996,9012,NOISE_759
933.0,Female,57.0,Returning,Business,Business,134,0 years,-0.0,1.0,8622,5496,NOISE_537
934.0,Female,220.0,First-time,  Business  ,Business,282,12,0.0,2.0,1463,6354,NOISE_892
935.0,Male,24.0,Returning,Business,  Business  ,2357,0,0.0,2.0,7773,4235,NOISE_965
936.0,Male,44.0,Returning,Business,Business,2867,0,0.0,4.0,7942,7056,NOISE_578
937.0,Male,61.0,Returning,Business,Business,3504,127,124.0,5.0,7276,2653,NOISE_107
938.0,Female,56.0,Returning,Business,Business,3755,0,0.0,2.0,4051,6372,NOISE_985
939.0,Male,17.0,First-time,Business,  business  ,229,0,0.0,3.0,5359,7089,NOISE_451
940.0,Male,39.0,  First-time  ,  Business  ,Business,247,0,0.0,1.0,9620,9729,NOISE_507
941.0,Female,45.0,RETURNING,BUSINESS,Business,1749,0,0.0,5.0,3932,3878,NOISE_706
942.0,Male,46.0,Returning,Business,Business,309,0,0.0,5.0,4072,9402,NOISE_251
943.0,Male,57.0,Returning,Business,Business,2491,0,0.0,3.0,4301,4880,NOISE_382
944.0,Male,46.0,Returning,Business,Business,2605,0,0.0,4.0,8852,5539,NOISE_161
945.0,Female,61.0,Returning,Business,  Business  ,3093,0,0.0,1.0,6483,2830,NOISE_689
946.0,Male,56.0,returning,BUSINESS,Business,140,15,21.0,1.0,3197,9502,NOISE_944
947.0,Female,45.0,returning,Business,Business,2215,14,16.0,1.0,3160,8490,NOISE_716
948.0,Male,70.0,Returning,Business,Business,2237,0,0.0,1.0,1932,6967,NOISE_239
949.0,Female,78,Returning,Business,Business,1800,26,20.0,4.0,8682,6372,NOISE_435
950.0,Male,,nan,Business,Business,354,0,0.0,2.0,9671,8701,NOISE_591
951.0,Female,,Returning,Business,Business,3063,0,1.0,4.0,8011,1815,NOISE_219
952.0,MALE,57.0,Returning,business,  Business  ,1583,0,0.0,0.0,6412,5848,NOISE_796
953.0,Male,56.0,Returning,Business,  Business  ,89,0,0.0,4.0,8872,6611,NOISE_894
954.0,Female,56.0,nan,Business,Business,2618,0,1.0,4.0,7026,2239,NOISE_672
955.0,Female,35.0,Returning,Business,Business,134,161,171.0,1.0,7370,4639,NOISE_905
956.0,Female,21.0,First-time,  Business  ,Economy,89,0,0.0,4.0,6313,3267,NOISE_278
957.0,Female,17.0,Returning,Business,  Business  ,312,0,0.0 years,2.0,7820,5292,NOISE_208
958.0,Male,56.0,  Returning  ,Business,Business,1636,0,0.0,3.0,4994,2153,NOISE_845
959.0,Female,74.0,Returning,Business,  Business  ,102,31,34.0,4.0,4899,4294,NOISE_827
960.0,Male,48.0,  Returning  ,  Business  ,Business,102,0,0.0,4.0,6321,4639,NOISE_736
961.0,Male,33.0,First-time,BUSINESS,  Business  ,354,4,0.0,4.0,9349,2550,NOISE_199
962.0,Male,40.0 years,Returning,  BUSINESS  ,Business,2556,0,0.0,5.0,2758,1713,NOISE_827
963.0,male,60.0,Returning,  Business  ,Business,3358,0,0.0,4.0,4208,3447,NOISE_928
964.0,Female,44.0,Returning,  Business  ,Business,3308,0,0.0,1.0,6870,2884,NOISE_367
965.0,Male,27.0,  First-time  ,  Business  ,Business,140,0 years,0.0,1.0,6293,2386,NOISE_645
966.0,Male,17.0,Returning,Business,Business,2079,0,0.0,2.0,3207,3860,NOISE_977
967.0,Male,,Returning,  Business  ,Business,309,0,6.0,3.0,3638,1134,NOISE_236
968.0,Male,57.0,Returning,Business,Business,309,0,0,3.0,3387,7762,NOISE_475
969.0,Female,66.0,  First-time  ,Business,Business,396,195,295.0,3.0,6446,6213,NOISE_356
970.0,Male,57.0,Returning,  Business  ,Business,89,5,4.0,2.0,6614,7167,NOISE_215
971.0,Female,22.0,First-time,Business,Business,102,5,14.0,4.0,7868,5039,NOISE_593
972.0,MALE,44.0,  Returning  ,Business,Business,3876,0,0.0,2.0,1037,8239,NOISE_748
973.0,Female,42.0,Returning,Business,  Business  ,2747,43,55.0,2.0,5156,3274,NOISE_975
974.0,Female,37.0,First-time,Business,business,158,0,0.0,1.0,3558,9007,NOISE_578
975.0,Male,21.0,First-time,Business,  Economy  ,309,0,0.0,2.0,6236,7143,NOISE_811
976.0,Female,54.0,Returning,Business,business,309,0,0.0,0.0,7591,8107,NOISE_540
977.0,Male,39.0,Returning,Business,Business,3907,0,0.0,4.0,8879,2968,NOISE_839
978.0,Male,37.0,First-time,Business,Business,312,0,0.0 years,4.0,8597,2012,NOISE_995
979.0,Female,59.0,Returning,Business,Business,2260,0,0.0,2.0,2007,5416,NOISE_408
980.0,Male,53.0,returning,Business,Business,3852,0,0.0,5.0,6917,8023,NOISE_326
981.0,Male,57.0,Returning,Business,  business  ,2747,0,0.0,4.0,6040,4971,NOISE_666
982.0,Female,30.0,Returning,Business,Business,2129,0,0.0,3.0,6539,9116,NOISE_592
983.0,Female,48.0,Returning,Business,Business,3783,0,1.0,4.0,3225,3443,NOISE_227
984.0,Male,37.0,nan,Business,Business,2329,0,0.0,-100.0,6225,1950,NOISE_644
985.0,Female,25.0 years,First-time,  Business  ,Economy,282,0 years,0.0,3.0,1692,1164,NOISE_947
986.0,Male,38.0,Returning,Business,business,1998,0,0.0,5.0,7379,5418,NOISE_520
987.0,Male,42.0,Returning,  Business  ,Economy,309,0,0.0,3.0,4812,4083,NOISE_223
988.0,Male,25.0,nan,Business,Economy,102,0,0.0,3.0,3762,4429,NOISE_277
989.0,Female,48.0,Returning,BUSINESS,  Economy  ,158,0,0.0,5.0,3125,3833,NOISE_443
990.0,Male,40.0 years,nan,Business,Economy,-396,7,30.0,4.0,5956,8048,NOISE_317
991.0,Male,40.0,Returning,Business,Economy,89,0,0.0,2.0,9584,8648,NOISE_771
992.0,Male,55.0,Returning,  Business  ,Business,1920,7,5,1.0,7767,2101,NOISE_508
993.0,Male,22.0,First-time,Business,Economy,113,5,0.0,0.0,4963,3805,NOISE_513
994.0,Female,,Returning,Business,business,3827,0,0.0,3.0,3431,5791,NOISE_691
995.0,Male,35.0,  Returning  ,Business,Economy,102,0,5.0,4.0,8853,2675,NOISE_747
996.0,Female,34.0,First-time,Business,Economy,309,168,165.0,4.0,5624,6102,NOISE_182
997.0,Male,56.0,  Returning  ,Business,ECONOMY,89,0 years,2.0,4.0,3100,7234,NOISE_140
998.0,Male,,Returning,  Business  ,Economy,158,0,0.0,4.0,1499,7550,NOISE_285
999.0,Male,62.0,Returning,  Business  ,Business,1637,0,0.0,4.0,2735,7909,NOISE_340
1000.0,male,63.0,Returning,Business,Economy,140,5,0.0,5.0,7741,7143,NOISE_323
1001.0,Male,,Returning,Business,Economy,89,0,0.0,,7421,2381,NOISE_315
1002.0,Female,45.0,First-time,Business,economy,158,0,0.0,0.0,6563,4195,NOISE_896
1003.0,Male,22.0,First-time,Business,Economy,113,52,59.0,1.0,2632,7712,NOISE_397
1004.0,Female,32.0,nan,  Business  ,Business,309,0,0.0,2.0,7445,5640,NOISE_294
1005.0,Female,62.0,Returning,Business,economy,396,81,89.0,,3087,4712,NOISE_113
1006.0,Male,57.0,nan,Business,Business,2116,0,0.0,2.0,3156,3775,NOISE_324
